Kode Cabang|No Anggota|No Pemesanan|No PO|Tgl Pemesanan|Kode Alamat|Kode PLU|Satuan|Harga (Rp)|Jml Pesanan|Bebas Biaya Pengiriman|Nama Penerima|Nama WP|NPWP|Alamat WP
17|465011/web/bln/tgl|000456/omm/03/2018|NO-PO-001012|20/03/2018|Ruko Griya Maju No.A33 Jl. Sako Baru Sako Palemban,Sako Baru,Sako,Kota Palembang,Sumatera Selatan,30962|0003770|CTN|88000|5|Y|PT. Listy Harjo Makmur|||
17|465011/web/bln/tgl|000456/omm/03/2018|NO-PO-001012|20/03/2018|Ruko Griya Maju No.A33 Jl. Sako Baru Sako Palemban,Sako Baru,Sako,Kota Palembang,Sumatera Selatan,30962|0011550|CTN|186000|3|Y|PT. Listy Harjo Makmur|||
17|465011/web/bln/tgl|000456/omm/03/2018|NO-PO-001012|20/03/2018|Ruko Griya Maju No.A33 Jl. Sako Baru Sako Palemban,Sako Baru,Sako,Kota Palembang,Sumatera Selatan,30962|0011990|CTN|417200|1|Y|PT. Listy Harjo Makmur|||
17|465011/web/bln/tgl|000456/omm/03/2018|NO-PO-001012|20/03/2018|Ruko Griya Maju No.A33 Jl. Sako Baru Sako Palemban,Sako Baru,Sako,Kota Palembang,Sumatera Selatan,30962|0016400|CTN|147000|1|Y|PT. Listy Harjo Makmur|||
17|465011/web/bln/tgl|000456/omm/03/2018|NO-PO-001012|20/03/2018|Ruko Griya Maju No.A33 Jl. Sako Baru Sako Palemban,Sako Baru,Sako,Kota Palembang,Sumatera Selatan,30962|0016410|CTN|115000|2|Y|PT. Listy Harjo Makmur|||
17|465011/web/bln/tgl|000456/omm/03/2018|NO-PO-001012|20/03/2018|Ruko Griya Maju No.A33 Jl. Sako Baru Sako Palemban,Sako Baru,Sako,Kota Palembang,Sumatera Selatan,30962|0016780|CTN|123000|3|Y|PT. Listy Harjo Makmur|||
17|465011/web/bln/tgl|000456/omm/03/2018|NO-PO-001012|20/03/2018|Ruko Griya Maju No.A33 Jl. Sako Baru Sako Palemban,Sako Baru,Sako,Kota Palembang,Sumatera Selatan,30962|0035850|CTN|285700|1|Y|PT. Listy Harjo Makmur|||
17|465011/web/bln/tgl|000456/omm/03/2018|NO-PO-001012|20/03/2018|Ruko Griya Maju No.A33 Jl. Sako Baru Sako Palemban,Sako Baru,Sako,Kota Palembang,Sumatera Selatan,30962|0036830|CTN|108000|3|Y|PT. Listy Harjo Makmur|||
17|465011/web/bln/tgl|000456/omm/03/2018|NO-PO-001012|20/03/2018|Ruko Griya Maju No.A33 Jl. Sako Baru Sako Palemban,Sako Baru,Sako,Kota Palembang,Sumatera Selatan,30962|0036870|CTN|108000|3|Y|PT. Listy Harjo Makmur|||
17|465011/web/bln/tgl|000456/omm/03/2018|NO-PO-001012|20/03/2018|Ruko Griya Maju No.A33 Jl. Sako Baru Sako Palemban,Sako Baru,Sako,Kota Palembang,Sumatera Selatan,30962|0045501|PCS|105000|2|Y|PT. Listy Harjo Makmur|||
17|465011/web/bln/tgl|000456/omm/03/2018|NO-PO-001012|20/03/2018|Ruko Griya Maju No.A33 Jl. Sako Baru Sako Palemban,Sako Baru,Sako,Kota Palembang,Sumatera Selatan,30962|0045641|PCS|74800|2|Y|PT. Listy Harjo Makmur|||
17|465011/web/bln/tgl|000456/omm/03/2018|NO-PO-001012|20/03/2018|Ruko Griya Maju No.A33 Jl. Sako Baru Sako Palemban,Sako Baru,Sako,Kota Palembang,Sumatera Selatan,30962|0062720|CTN|186000|1|Y|PT. Listy Harjo Makmur|||
17|465011/web/bln/tgl|000456/omm/03/2018|NO-PO-001012|20/03/2018|Ruko Griya Maju No.A33 Jl. Sako Baru Sako Palemban,Sako Baru,Sako,Kota Palembang,Sumatera Selatan,30962|0143080|CTN|111000|1|Y|PT. Listy Harjo Makmur|||
17|465011/web/bln/tgl|000456/omm/03/2018|NO-PO-001012|20/03/2018|Ruko Griya Maju No.A33 Jl. Sako Baru Sako Palemban,Sako Baru,Sako,Kota Palembang,Sumatera Selatan,30962|0277090|CTN|152400|2|Y|PT. Listy Harjo Makmur|||
17|465011/web/bln/tgl|000456/omm/03/2018|NO-PO-001012|20/03/2018|Ruko Griya Maju No.A33 Jl. Sako Baru Sako Palemban,Sako Baru,Sako,Kota Palembang,Sumatera Selatan,30962|0407562|PCS|33700|6|Y|PT. Listy Harjo Makmur|||
17|465011/web/bln/tgl|000456/omm/03/2018|NO-PO-001012|20/03/2018|Ruko Griya Maju No.A33 Jl. Sako Baru Sako Palemban,Sako Baru,Sako,Kota Palembang,Sumatera Selatan,30962|0450382|PCS|21300|20|Y|PT. Listy Harjo Makmur|||
17|465011/web/bln/tgl|000456/omm/03/2018|NO-PO-001012|20/03/2018|Ruko Griya Maju No.A33 Jl. Sako Baru Sako Palemban,Sako Baru,Sako,Kota Palembang,Sumatera Selatan,30962|0454160|CTN|64800|3|Y|PT. Listy Harjo Makmur|||
17|465011/web/bln/tgl|000456/omm/03/2018|NO-PO-001012|20/03/2018|Ruko Griya Maju No.A33 Jl. Sako Baru Sako Palemban,Sako Baru,Sako,Kota Palembang,Sumatera Selatan,30962|0507810|CTN|674500|1|Y|PT. Listy Harjo Makmur|||
17|465011/web/bln/tgl|000456/omm/03/2018|NO-PO-001012|20/03/2018|Ruko Griya Maju No.A33 Jl. Sako Baru Sako Palemban,Sako Baru,Sako,Kota Palembang,Sumatera Selatan,30962|0820490|CTN|171600|2|Y|PT. Listy Harjo Makmur|||
17|465011/web/bln/tgl|000456/omm/03/2018|NO-PO-001012|20/03/2018|Ruko Griya Maju No.A33 Jl. Sako Baru Sako Palemban,Sako Baru,Sako,Kota Palembang,Sumatera Selatan,30962|1080910|CTN|516600|2|Y|PT. Listy Harjo Makmur|||
