Kode Cabang|No Anggota|No Pemesanan|No PO|Tgl Pemesanan|Kode Alamat|Kode PLU|Satuan|Harga (Rp)|Jml Pesanan|Bebas Biaya Pengiriman
18|C34460/web/bln/tgl|000062/cor/01/2018|PO-1405/I/2018|19/01/2018|Jln. Ancol I No. 9-10 Ancol Barat Pademangan Jakarta Utara,Ancol,Pademangan,Kota Jakarta Utara,DKI Jakarta,14430|0000231|BH|2400|30|Y
18|C34460/web/bln/tgl|000062/cor/01/2018|PO-1405/I/2018|19/01/2018|Jln. Ancol I No. 9-10 Ancol Barat Pademangan Jakarta Utara,Ancol,Pademangan,Kota Jakarta Utara,DKI Jakarta,14430|0014861|BH|15900|3|Y
18|C34460/web/bln/tgl|000062/cor/01/2018|PO-1405/I/2018|19/01/2018|Jln. Ancol I No. 9-10 Ancol Barat Pademangan Jakarta Utara,Ancol,Pademangan,Kota Jakarta Utara,DKI Jakarta,14430|0014911|PCS|17900|2|Y
18|C34460/web/bln/tgl|000062/cor/01/2018|PO-1405/I/2018|19/01/2018|Jln. Ancol I No. 9-10 Ancol Barat Pademangan Jakarta Utara,Ancol,Pademangan,Kota Jakarta Utara,DKI Jakarta,14430|0015241|PCS|2600|1|Y
18|C34460/web/bln/tgl|000062/cor/01/2018|PO-1405/I/2018|19/01/2018|Jln. Ancol I No. 9-10 Ancol Barat Pademangan Jakarta Utara,Ancol,Pademangan,Kota Jakarta Utara,DKI Jakarta,14430|0015311|PCS|179900|11|Y
18|C34460/web/bln/tgl|000062/cor/01/2018|PO-1405/I/2018|19/01/2018|Jln. Ancol I No. 9-10 Ancol Barat Pademangan Jakarta Utara,Ancol,Pademangan,Kota Jakarta Utara,DKI Jakarta,14430|0048671|PCS|6500|1|Y
18|C34460/web/bln/tgl|000062/cor/01/2018|PO-1405/I/2018|19/01/2018|Jln. Ancol I No. 9-10 Ancol Barat Pademangan Jakarta Utara,Ancol,Pademangan,Kota Jakarta Utara,DKI Jakarta,14430|0116351|PCS|1700|1|Y
18|C34460/web/bln/tgl|000062/cor/01/2018|PO-1405/I/2018|19/01/2018|Jln. Ancol I No. 9-10 Ancol Barat Pademangan Jakarta Utara,Ancol,Pademangan,Kota Jakarta Utara,DKI Jakarta,14430|0116361|BH|1700|3|Y
18|C34460/web/bln/tgl|000062/cor/01/2018|PO-1405/I/2018|19/01/2018|Jln. Ancol I No. 9-10 Ancol Barat Pademangan Jakarta Utara,Ancol,Pademangan,Kota Jakarta Utara,DKI Jakarta,14430|0191161|BH|6950|5|Y
18|C34460/web/bln/tgl|000062/cor/01/2018|PO-1405/I/2018|19/01/2018|Jln. Ancol I No. 9-10 Ancol Barat Pademangan Jakarta Utara,Ancol,Pademangan,Kota Jakarta Utara,DKI Jakarta,14430|0220851|BH|7100|1|Y
18|C34460/web/bln/tgl|000062/cor/01/2018|PO-1405/I/2018|19/01/2018|Jln. Ancol I No. 9-10 Ancol Barat Pademangan Jakarta Utara,Ancol,Pademangan,Kota Jakarta Utara,DKI Jakarta,14430|0381241|PCS|3950|3|Y
18|C34460/web/bln/tgl|000062/cor/01/2018|PO-1405/I/2018|19/01/2018|Jln. Ancol I No. 9-10 Ancol Barat Pademangan Jakarta Utara,Ancol,Pademangan,Kota Jakarta Utara,DKI Jakarta,14430|0383091|PCS|1600|3|Y
18|C34460/web/bln/tgl|000062/cor/01/2018|PO-1405/I/2018|19/01/2018|Jln. Ancol I No. 9-10 Ancol Barat Pademangan Jakarta Utara,Ancol,Pademangan,Kota Jakarta Utara,DKI Jakarta,14430|0452031|PCS|9850|11|Y
18|C34460/web/bln/tgl|000062/cor/01/2018|PO-1405/I/2018|19/01/2018|Jln. Ancol I No. 9-10 Ancol Barat Pademangan Jakarta Utara,Ancol,Pademangan,Kota Jakarta Utara,DKI Jakarta,14430|0736860|PCS|21500|5|Y
18|C34460/web/bln/tgl|000062/cor/01/2018|PO-1405/I/2018|19/01/2018|Jln. Ancol I No. 9-10 Ancol Barat Pademangan Jakarta Utara,Ancol,Pademangan,Kota Jakarta Utara,DKI Jakarta,14430|0736861|PCS|21500|15|Y
18|C34460/web/bln/tgl|000062/cor/01/2018|PO-1405/I/2018|19/01/2018|Jln. Ancol I No. 9-10 Ancol Barat Pademangan Jakarta Utara,Ancol,Pademangan,Kota Jakarta Utara,DKI Jakarta,14430|0803941|PCS|35500|3|Y
18|C34460/web/bln/tgl|000062/cor/01/2018|PO-1405/I/2018|19/01/2018|Jln. Ancol I No. 9-10 Ancol Barat Pademangan Jakarta Utara,Ancol,Pademangan,Kota Jakarta Utara,DKI Jakarta,14430|0815180|BH|29500|2|Y
18|C34460/web/bln/tgl|000062/cor/01/2018|PO-1405/I/2018|19/01/2018|Jln. Ancol I No. 9-10 Ancol Barat Pademangan Jakarta Utara,Ancol,Pademangan,Kota Jakarta Utara,DKI Jakarta,14430|0815181|PCS|29500|2|Y
18|C34460/web/bln/tgl|000062/cor/01/2018|PO-1405/I/2018|19/01/2018|Jln. Ancol I No. 9-10 Ancol Barat Pademangan Jakarta Utara,Ancol,Pademangan,Kota Jakarta Utara,DKI Jakarta,14430|1006481|PCS|2950|8|Y
18|C34460/web/bln/tgl|000062/cor/01/2018|PO-1405/I/2018|19/01/2018|Jln. Ancol I No. 9-10 Ancol Barat Pademangan Jakarta Utara,Ancol,Pademangan,Kota Jakarta Utara,DKI Jakarta,14430|1039441|PCS|1950|2|Y
18|C34460/web/bln/tgl|000062/cor/01/2018|PO-1405/I/2018|19/01/2018|Jln. Ancol I No. 9-10 Ancol Barat Pademangan Jakarta Utara,Ancol,Pademangan,Kota Jakarta Utara,DKI Jakarta,14430|1064761|PCS|8500|20|Y
18|C34460/web/bln/tgl|000062/cor/01/2018|PO-1405/I/2018|19/01/2018|Jln. Ancol I No. 9-10 Ancol Barat Pademangan Jakarta Utara,Ancol,Pademangan,Kota Jakarta Utara,DKI Jakarta,14430|1133271|PCS|4000|1|Y
18|C34460/web/bln/tgl|000062/cor/01/2018|PO-1405/I/2018|19/01/2018|Jln. Ancol I No. 9-10 Ancol Barat Pademangan Jakarta Utara,Ancol,Pademangan,Kota Jakarta Utara,DKI Jakarta,14430|1162721|PCS|9900|5|Y
18|C34460/web/bln/tgl|000062/cor/01/2018|PO-1405/I/2018|19/01/2018|Jln. Ancol I No. 9-10 Ancol Barat Pademangan Jakarta Utara,Ancol,Pademangan,Kota Jakarta Utara,DKI Jakarta,14430|1189191|PCS|1700|2|Y
18|C34460/web/bln/tgl|000062/cor/01/2018|PO-1405/I/2018|19/01/2018|Jln. Ancol I No. 9-10 Ancol Barat Pademangan Jakarta Utara,Ancol,Pademangan,Kota Jakarta Utara,DKI Jakarta,14430|1189211|PCS|6000|8|Y
18|C34460/web/bln/tgl|000062/cor/01/2018|PO-1405/I/2018|19/01/2018|Jln. Ancol I No. 9-10 Ancol Barat Pademangan Jakarta Utara,Ancol,Pademangan,Kota Jakarta Utara,DKI Jakarta,14430|1189221|PCS|4200|1|Y
18|C34460/web/bln/tgl|000062/cor/01/2018|PO-1405/I/2018|19/01/2018|Jln. Ancol I No. 9-10 Ancol Barat Pademangan Jakarta Utara,Ancol,Pademangan,Kota Jakarta Utara,DKI Jakarta,14430|1189231|PCS|1700|3|Y
18|C34460/web/bln/tgl|000062/cor/01/2018|PO-1405/I/2018|19/01/2018|Jln. Ancol I No. 9-10 Ancol Barat Pademangan Jakarta Utara,Ancol,Pademangan,Kota Jakarta Utara,DKI Jakarta,14430|1189461|PCS|1850|3|Y
18|C34460/web/bln/tgl|000062/cor/01/2018|PO-1405/I/2018|19/01/2018|Jln. Ancol I No. 9-10 Ancol Barat Pademangan Jakarta Utara,Ancol,Pademangan,Kota Jakarta Utara,DKI Jakarta,14430|1189551|PCS|5200|1|Y
18|C34460/web/bln/tgl|000062/cor/01/2018|PO-1405/I/2018|19/01/2018|Jln. Ancol I No. 9-10 Ancol Barat Pademangan Jakarta Utara,Ancol,Pademangan,Kota Jakarta Utara,DKI Jakarta,14430|1208441|PCS|28750|2|Y
18|C34460/web/bln/tgl|000062/cor/01/2018|PO-1405/I/2018|19/01/2018|Jln. Ancol I No. 9-10 Ancol Barat Pademangan Jakarta Utara,Ancol,Pademangan,Kota Jakarta Utara,DKI Jakarta,14430|1264091|PCS|128500|2|Y
