Kode Cabang|No Anggota|No Pemesanan|No PO|Tgl Pemesanan|Kode Alamat|Kode PLU|Satuan|Harga (Rp)|Jml Pesanan|Bebas Biaya Pengiriman
18|271809/web/bln/tgl|000007/cor/01/2018|PO-1339/I/2018|09/01/2018|JL. ANCOL BARAT 8 NO 2 PADEMANGAN JAKARTA UTARA,Ancol,Pademangan,Kota Jakarta Utara,DKI Jakarta,14430|0000231|BH|2400|52|Y
18|271809/web/bln/tgl|000007/cor/01/2018|PO-1339/I/2018|09/01/2018|JL. ANCOL BARAT 8 NO 2 PADEMANGAN JAKARTA UTARA,Ancol,Pademangan,Kota Jakarta Utara,DKI Jakarta,14430|0000551|BH|8900|1|Y
18|271809/web/bln/tgl|000007/cor/01/2018|PO-1339/I/2018|09/01/2018|JL. ANCOL BARAT 8 NO 2 PADEMANGAN JAKARTA UTARA,Ancol,Pademangan,Kota Jakarta Utara,DKI Jakarta,14430|0000561|PCS|8900|2|Y
18|271809/web/bln/tgl|000007/cor/01/2018|PO-1339/I/2018|09/01/2018|JL. ANCOL BARAT 8 NO 2 PADEMANGAN JAKARTA UTARA,Ancol,Pademangan,Kota Jakarta Utara,DKI Jakarta,14430|0014911|PCS|17900|1|Y
18|271809/web/bln/tgl|000007/cor/01/2018|PO-1339/I/2018|09/01/2018|JL. ANCOL BARAT 8 NO 2 PADEMANGAN JAKARTA UTARA,Ancol,Pademangan,Kota Jakarta Utara,DKI Jakarta,14430|0048671|PCS|5600|5|Y
18|271809/web/bln/tgl|000007/cor/01/2018|PO-1339/I/2018|09/01/2018|JL. ANCOL BARAT 8 NO 2 PADEMANGAN JAKARTA UTARA,Ancol,Pademangan,Kota Jakarta Utara,DKI Jakarta,14430|0060221|PCS|8900|2|Y
18|271809/web/bln/tgl|000007/cor/01/2018|PO-1339/I/2018|09/01/2018|JL. ANCOL BARAT 8 NO 2 PADEMANGAN JAKARTA UTARA,Ancol,Pademangan,Kota Jakarta Utara,DKI Jakarta,14430|0191161|BH|5950|26|Y
18|271809/web/bln/tgl|000007/cor/01/2018|PO-1339/I/2018|09/01/2018|JL. ANCOL BARAT 8 NO 2 PADEMANGAN JAKARTA UTARA,Ancol,Pademangan,Kota Jakarta Utara,DKI Jakarta,14430|0223151|PCS|4900|1|Y
18|271809/web/bln/tgl|000007/cor/01/2018|PO-1339/I/2018|09/01/2018|JL. ANCOL BARAT 8 NO 2 PADEMANGAN JAKARTA UTARA,Ancol,Pademangan,Kota Jakarta Utara,DKI Jakarta,14430|0381191|PCS|3250|3|Y
18|271809/web/bln/tgl|000007/cor/01/2018|PO-1339/I/2018|09/01/2018|JL. ANCOL BARAT 8 NO 2 PADEMANGAN JAKARTA UTARA,Ancol,Pademangan,Kota Jakarta Utara,DKI Jakarta,14430|0427681|PCS|2350|26|Y
18|271809/web/bln/tgl|000007/cor/01/2018|PO-1339/I/2018|09/01/2018|JL. ANCOL BARAT 8 NO 2 PADEMANGAN JAKARTA UTARA,Ancol,Pademangan,Kota Jakarta Utara,DKI Jakarta,14430|0736861|PCS|21500|5|Y
18|271809/web/bln/tgl|000007/cor/01/2018|PO-1339/I/2018|09/01/2018|JL. ANCOL BARAT 8 NO 2 PADEMANGAN JAKARTA UTARA,Ancol,Pademangan,Kota Jakarta Utara,DKI Jakarta,14430|1031491|PCS|7000|103|Y
18|271809/web/bln/tgl|000007/cor/01/2018|PO-1339/I/2018|09/01/2018|JL. ANCOL BARAT 8 NO 2 PADEMANGAN JAKARTA UTARA,Ancol,Pademangan,Kota Jakarta Utara,DKI Jakarta,14430|1039441|PCS|1800|3|Y
18|271809/web/bln/tgl|000007/cor/01/2018|PO-1339/I/2018|09/01/2018|JL. ANCOL BARAT 8 NO 2 PADEMANGAN JAKARTA UTARA,Ancol,Pademangan,Kota Jakarta Utara,DKI Jakarta,14430|1043431|PCS|6350|2|Y
18|271809/web/bln/tgl|000007/cor/01/2018|PO-1339/I/2018|09/01/2018|JL. ANCOL BARAT 8 NO 2 PADEMANGAN JAKARTA UTARA,Ancol,Pademangan,Kota Jakarta Utara,DKI Jakarta,14430|1047391|PCS|7000|30|Y
18|271809/web/bln/tgl|000007/cor/01/2018|PO-1339/I/2018|09/01/2018|JL. ANCOL BARAT 8 NO 2 PADEMANGAN JAKARTA UTARA,Ancol,Pademangan,Kota Jakarta Utara,DKI Jakarta,14430|1064761|PCS|8500|34|Y
18|271809/web/bln/tgl|000007/cor/01/2018|PO-1339/I/2018|09/01/2018|JL. ANCOL BARAT 8 NO 2 PADEMANGAN JAKARTA UTARA,Ancol,Pademangan,Kota Jakarta Utara,DKI Jakarta,14430|1116131|PCS|2400|8|Y
18|271809/web/bln/tgl|000007/cor/01/2018|PO-1339/I/2018|09/01/2018|JL. ANCOL BARAT 8 NO 2 PADEMANGAN JAKARTA UTARA,Ancol,Pademangan,Kota Jakarta Utara,DKI Jakarta,14430|1136691|PCS|76500|1|Y
18|271809/web/bln/tgl|000007/cor/01/2018|PO-1339/I/2018|09/01/2018|JL. ANCOL BARAT 8 NO 2 PADEMANGAN JAKARTA UTARA,Ancol,Pademangan,Kota Jakarta Utara,DKI Jakarta,14430|1162721|PCS|9900|17|Y
18|271809/web/bln/tgl|000007/cor/01/2018|PO-1339/I/2018|09/01/2018|JL. ANCOL BARAT 8 NO 2 PADEMANGAN JAKARTA UTARA,Ancol,Pademangan,Kota Jakarta Utara,DKI Jakarta,14430|1189211|PCS|6600|1|Y
18|271809/web/bln/tgl|000007/cor/01/2018|PO-1339/I/2018|09/01/2018|JL. ANCOL BARAT 8 NO 2 PADEMANGAN JAKARTA UTARA,Ancol,Pademangan,Kota Jakarta Utara,DKI Jakarta,14430|1189221|PCS|3950|6|Y
18|271809/web/bln/tgl|000007/cor/01/2018|PO-1339/I/2018|09/01/2018|JL. ANCOL BARAT 8 NO 2 PADEMANGAN JAKARTA UTARA,Ancol,Pademangan,Kota Jakarta Utara,DKI Jakarta,14430|1264121|PCS|189800|5|Y
18|271809/web/bln/tgl|000007/cor/01/2018|PO-1339/I/2018|09/01/2018|JL. ANCOL BARAT 8 NO 2 PADEMANGAN JAKARTA UTARA,Ancol,Pademangan,Kota Jakarta Utara,DKI Jakarta,14430|1300151|PCS|2300|6|Y
18|271809/web/bln/tgl|000007/cor/01/2018|PO-1339/I/2018|09/01/2018|JL. ANCOL BARAT 8 NO 2 PADEMANGAN JAKARTA UTARA,Ancol,Pademangan,Kota Jakarta Utara,DKI Jakarta,14430|1326991|PCS|3550|18|Y
18|271809/web/bln/tgl|000007/cor/01/2018|PO-1339/I/2018|09/01/2018|JL. ANCOL BARAT 8 NO 2 PADEMANGAN JAKARTA UTARA,Ancol,Pademangan,Kota Jakarta Utara,DKI Jakarta,14430|1334121|PCS|31000|60|Y
18|271809/web/bln/tgl|000007/cor/01/2018|PO-1339/I/2018|09/01/2018|JL. ANCOL BARAT 8 NO 2 PADEMANGAN JAKARTA UTARA,Ancol,Pademangan,Kota Jakarta Utara,DKI Jakarta,14430|1334131|PCS|33980|18|Y
18|271809/web/bln/tgl|000007/cor/01/2018|PO-1339/I/2018|09/01/2018|JL. ANCOL BARAT 8 NO 2 PADEMANGAN JAKARTA UTARA,Ancol,Pademangan,Kota Jakarta Utara,DKI Jakarta,14430|1405021|PCS|2950|2|Y
