Kode Cabang|No Anggota|No Pemesanan|No PO|Tgl Pemesanan|Kode Alamat|Kode PLU|Satuan|Harga (Rp)|Jml Pesanan|Bebas Biaya Pengiriman|Nama Penerima|Email|No Hp|Nama WP|NPWP|Alamat WP
01|114572/web/bln/tgl|001016/cor/05/2018|PO-1932/V/2018|11/05/2018|Jl. Tembesu No. 8 By Pass Soekarno Hatta Campang Raya - Tanjung Karang Timur - Bandar Lampung - 35122,Cipinang,Pulo Gadung,Kota Jakarta Timur,DKI Jakarta,13240|0014861|BH|16900|1|Y|PT. INDOMARCO PRISMATAMA_BDL||07217699123|||
01|114572/web/bln/tgl|001016/cor/05/2018|PO-1932/V/2018|11/05/2018|Jl. Tembesu No. 8 By Pass Soekarno Hatta Campang Raya - Tanjung Karang Timur - Bandar Lampung - 35122,Cipinang,Pulo Gadung,Kota Jakarta Timur,DKI Jakarta,13240|0014911|PCS|17900|1|Y|PT. INDOMARCO PRISMATAMA_BDL||07217699123|||
01|114572/web/bln/tgl|001016/cor/05/2018|PO-1932/V/2018|11/05/2018|Jl. Tembesu No. 8 By Pass Soekarno Hatta Campang Raya - Tanjung Karang Timur - Bandar Lampung - 35122,Cipinang,Pulo Gadung,Kota Jakarta Timur,DKI Jakarta,13240|0457001|PCS|8250|1|Y|PT. INDOMARCO PRISMATAMA_BDL||07217699123|||
01|114572/web/bln/tgl|001016/cor/05/2018|PO-1932/V/2018|11/05/2018|Jl. Tembesu No. 8 By Pass Soekarno Hatta Campang Raya - Tanjung Karang Timur - Bandar Lampung - 35122,Cipinang,Pulo Gadung,Kota Jakarta Timur,DKI Jakarta,13240|0462591|PCS|13500|17|Y|PT. INDOMARCO PRISMATAMA_BDL||07217699123|||
01|114572/web/bln/tgl|001016/cor/05/2018|PO-1932/V/2018|11/05/2018|Jl. Tembesu No. 8 By Pass Soekarno Hatta Campang Raya - Tanjung Karang Timur - Bandar Lampung - 35122,Cipinang,Pulo Gadung,Kota Jakarta Timur,DKI Jakarta,13240|0803921|PCS|47650|6|Y|PT. INDOMARCO PRISMATAMA_BDL||07217699123|||
01|114572/web/bln/tgl|001016/cor/05/2018|PO-1932/V/2018|11/05/2018|Jl. Tembesu No. 8 By Pass Soekarno Hatta Campang Raya - Tanjung Karang Timur - Bandar Lampung - 35122,Cipinang,Pulo Gadung,Kota Jakarta Timur,DKI Jakarta,13240|0803931|PCS|45500|8|Y|PT. INDOMARCO PRISMATAMA_BDL||07217699123|||
01|114572/web/bln/tgl|001016/cor/05/2018|PO-1932/V/2018|11/05/2018|Jl. Tembesu No. 8 By Pass Soekarno Hatta Campang Raya - Tanjung Karang Timur - Bandar Lampung - 35122,Cipinang,Pulo Gadung,Kota Jakarta Timur,DKI Jakarta,13240|0803941|PCS|41950|3|Y|PT. INDOMARCO PRISMATAMA_BDL||07217699123|||
01|114572/web/bln/tgl|001016/cor/05/2018|PO-1932/V/2018|11/05/2018|Jl. Tembesu No. 8 By Pass Soekarno Hatta Campang Raya - Tanjung Karang Timur - Bandar Lampung - 35122,Cipinang,Pulo Gadung,Kota Jakarta Timur,DKI Jakarta,13240|1031491|PCS|7500|434|Y|PT. INDOMARCO PRISMATAMA_BDL||07217699123|||
01|114572/web/bln/tgl|001016/cor/05/2018|PO-1932/V/2018|11/05/2018|Jl. Tembesu No. 8 By Pass Soekarno Hatta Campang Raya - Tanjung Karang Timur - Bandar Lampung - 35122,Cipinang,Pulo Gadung,Kota Jakarta Timur,DKI Jakarta,13240|1047391|PCS|7500|111|Y|PT. INDOMARCO PRISMATAMA_BDL||07217699123|||
01|114572/web/bln/tgl|001016/cor/05/2018|PO-1932/V/2018|11/05/2018|Jl. Tembesu No. 8 By Pass Soekarno Hatta Campang Raya - Tanjung Karang Timur - Bandar Lampung - 35122,Cipinang,Pulo Gadung,Kota Jakarta Timur,DKI Jakarta,13240|1102221|PCS|17000|1|Y|PT. INDOMARCO PRISMATAMA_BDL||07217699123|||
01|114572/web/bln/tgl|001016/cor/05/2018|PO-1932/V/2018|11/05/2018|Jl. Tembesu No. 8 By Pass Soekarno Hatta Campang Raya - Tanjung Karang Timur - Bandar Lampung - 35122,Cipinang,Pulo Gadung,Kota Jakarta Timur,DKI Jakarta,13240|1162721|PCS|9900|1|Y|PT. INDOMARCO PRISMATAMA_BDL||07217699123|||
01|114572/web/bln/tgl|001016/cor/05/2018|PO-1932/V/2018|11/05/2018|Jl. Tembesu No. 8 By Pass Soekarno Hatta Campang Raya - Tanjung Karang Timur - Bandar Lampung - 35122,Cipinang,Pulo Gadung,Kota Jakarta Timur,DKI Jakarta,13240|1189301|PCS|3850|6|Y|PT. INDOMARCO PRISMATAMA_BDL||07217699123|||
01|114572/web/bln/tgl|001016/cor/05/2018|PO-1932/V/2018|11/05/2018|Jl. Tembesu No. 8 By Pass Soekarno Hatta Campang Raya - Tanjung Karang Timur - Bandar Lampung - 35122,Cipinang,Pulo Gadung,Kota Jakarta Timur,DKI Jakarta,13240|1189561|PCS|7950|2|Y|PT. INDOMARCO PRISMATAMA_BDL||07217699123|||
01|114572/web/bln/tgl|001016/cor/05/2018|PO-1932/V/2018|11/05/2018|Jl. Tembesu No. 8 By Pass Soekarno Hatta Campang Raya - Tanjung Karang Timur - Bandar Lampung - 35122,Cipinang,Pulo Gadung,Kota Jakarta Timur,DKI Jakarta,13240|1288351|PCS|17500|1|Y|PT. INDOMARCO PRISMATAMA_BDL||07217699123|||
01|114572/web/bln/tgl|001016/cor/05/2018|PO-1932/V/2018|11/05/2018|Jl. Tembesu No. 8 By Pass Soekarno Hatta Campang Raya - Tanjung Karang Timur - Bandar Lampung - 35122,Cipinang,Pulo Gadung,Kota Jakarta Timur,DKI Jakarta,13240|1291611|PCS|40300|11|Y|PT. INDOMARCO PRISMATAMA_BDL||07217699123|||
01|114572/web/bln/tgl|001016/cor/05/2018|PO-1932/V/2018|11/05/2018|Jl. Tembesu No. 8 By Pass Soekarno Hatta Campang Raya - Tanjung Karang Timur - Bandar Lampung - 35122,Cipinang,Pulo Gadung,Kota Jakarta Timur,DKI Jakarta,13240|1291621|PCS|45200|16|Y|PT. INDOMARCO PRISMATAMA_BDL||07217699123|||
01|114572/web/bln/tgl|001016/cor/05/2018|PO-1932/V/2018|11/05/2018|Jl. Tembesu No. 8 By Pass Soekarno Hatta Campang Raya - Tanjung Karang Timur - Bandar Lampung - 35122,Cipinang,Pulo Gadung,Kota Jakarta Timur,DKI Jakarta,13240|1301141|PCS|11000|1|Y|PT. INDOMARCO PRISMATAMA_BDL||07217699123|||
01|114572/web/bln/tgl|001016/cor/05/2018|PO-1932/V/2018|11/05/2018|Jl. Tembesu No. 8 By Pass Soekarno Hatta Campang Raya - Tanjung Karang Timur - Bandar Lampung - 35122,Cipinang,Pulo Gadung,Kota Jakarta Timur,DKI Jakarta,13240|1301151|PCS|14900|2|Y|PT. INDOMARCO PRISMATAMA_BDL||07217699123|||
01|114572/web/bln/tgl|001016/cor/05/2018|PO-1932/V/2018|11/05/2018|Jl. Tembesu No. 8 By Pass Soekarno Hatta Campang Raya - Tanjung Karang Timur - Bandar Lampung - 35122,Cipinang,Pulo Gadung,Kota Jakarta Timur,DKI Jakarta,13240|1301641|PCS|40500|1|Y|PT. INDOMARCO PRISMATAMA_BDL||07217699123|||
