Kode Cabang|No Anggota|No Pemesanan|No PO|Tgl Pemesanan|Kode Alamat|Kode PLU|Satuan|Harga (Rp)|Jml Pesanan|Bebas Biaya Pengiriman|Nama Penerima|Nama WP|NPWP|Alamat WP
35|280676/web/bln/tgl|000754/odr/04/2018|NO-PO-000853|18/04/2018|JL RAYA PARUNG CIPUTAT NO 21 RT 002 RW 004,Kedaung,Sawangan,Kota Depok,Jawa Barat,16516|0000231|BH|2400|30|Y|PGA INDOGROSIR CIPUTAT|PT INTI CAKRAWALA CITRA|017812140046000|JL ANCOL BARAT 1 NO 9-10, ANCOL, PADEMANGAN, JAKARTA UTARA, DKI JAKARTA 14430
35|280676/web/bln/tgl|000754/odr/04/2018|NO-PO-000853|18/04/2018|JL RAYA PARUNG CIPUTAT NO 21 RT 002 RW 004,Kedaung,Sawangan,Kota Depok,Jawa Barat,16516|0000551|BH|9750|2|Y|PGA INDOGROSIR CIPUTAT|PT INTI CAKRAWALA CITRA|017812140046000|JL ANCOL BARAT 1 NO 9-10, ANCOL, PADEMANGAN, JAKARTA UTARA, DKI JAKARTA 14430
35|280676/web/bln/tgl|000754/odr/04/2018|NO-PO-000853|18/04/2018|JL RAYA PARUNG CIPUTAT NO 21 RT 002 RW 004,Kedaung,Sawangan,Kota Depok,Jawa Barat,16516|0000581|PAK|9500|3|Y|PGA INDOGROSIR CIPUTAT|PT INTI CAKRAWALA CITRA|017812140046000|JL ANCOL BARAT 1 NO 9-10, ANCOL, PADEMANGAN, JAKARTA UTARA, DKI JAKARTA 14430
35|280676/web/bln/tgl|000754/odr/04/2018|NO-PO-000853|18/04/2018|JL RAYA PARUNG CIPUTAT NO 21 RT 002 RW 004,Kedaung,Sawangan,Kota Depok,Jawa Barat,16516|0014911|PCS|17900|2|Y|PGA INDOGROSIR CIPUTAT|PT INTI CAKRAWALA CITRA|017812140046000|JL ANCOL BARAT 1 NO 9-10, ANCOL, PADEMANGAN, JAKARTA UTARA, DKI JAKARTA 14430
35|280676/web/bln/tgl|000754/odr/04/2018|NO-PO-000853|18/04/2018|JL RAYA PARUNG CIPUTAT NO 21 RT 002 RW 004,Kedaung,Sawangan,Kota Depok,Jawa Barat,16516|0048671|PCS|6500|1|Y|PGA INDOGROSIR CIPUTAT|PT INTI CAKRAWALA CITRA|017812140046000|JL ANCOL BARAT 1 NO 9-10, ANCOL, PADEMANGAN, JAKARTA UTARA, DKI JAKARTA 14430
35|280676/web/bln/tgl|000754/odr/04/2018|NO-PO-000853|18/04/2018|JL RAYA PARUNG CIPUTAT NO 21 RT 002 RW 004,Kedaung,Sawangan,Kota Depok,Jawa Barat,16516|0048711|PCS|6600|8|Y|PGA INDOGROSIR CIPUTAT|PT INTI CAKRAWALA CITRA|017812140046000|JL ANCOL BARAT 1 NO 9-10, ANCOL, PADEMANGAN, JAKARTA UTARA, DKI JAKARTA 14430
35|280676/web/bln/tgl|000754/odr/04/2018|NO-PO-000853|18/04/2018|JL RAYA PARUNG CIPUTAT NO 21 RT 002 RW 004,Kedaung,Sawangan,Kota Depok,Jawa Barat,16516|0191161|BH|6300|10|Y|PGA INDOGROSIR CIPUTAT|PT INTI CAKRAWALA CITRA|017812140046000|JL ANCOL BARAT 1 NO 9-10, ANCOL, PADEMANGAN, JAKARTA UTARA, DKI JAKARTA 14430
35|280676/web/bln/tgl|000754/odr/04/2018|NO-PO-000853|18/04/2018|JL RAYA PARUNG CIPUTAT NO 21 RT 002 RW 004,Kedaung,Sawangan,Kota Depok,Jawa Barat,16516|0227771|PCS|15500|4|Y|PGA INDOGROSIR CIPUTAT|PT INTI CAKRAWALA CITRA|017812140046000|JL ANCOL BARAT 1 NO 9-10, ANCOL, PADEMANGAN, JAKARTA UTARA, DKI JAKARTA 14430
35|280676/web/bln/tgl|000754/odr/04/2018|NO-PO-000853|18/04/2018|JL RAYA PARUNG CIPUTAT NO 21 RT 002 RW 004,Kedaung,Sawangan,Kota Depok,Jawa Barat,16516|1006481|PCS|2950|7|Y|PGA INDOGROSIR CIPUTAT|PT INTI CAKRAWALA CITRA|017812140046000|JL ANCOL BARAT 1 NO 9-10, ANCOL, PADEMANGAN, JAKARTA UTARA, DKI JAKARTA 14430
35|280676/web/bln/tgl|000754/odr/04/2018|NO-PO-000853|18/04/2018|JL RAYA PARUNG CIPUTAT NO 21 RT 002 RW 004,Kedaung,Sawangan,Kota Depok,Jawa Barat,16516|1064761|PCS|8500|7|Y|PGA INDOGROSIR CIPUTAT|PT INTI CAKRAWALA CITRA|017812140046000|JL ANCOL BARAT 1 NO 9-10, ANCOL, PADEMANGAN, JAKARTA UTARA, DKI JAKARTA 14430
