Kode Cabang|No Anggota|No Pemesanan|No PO|Tgl Pemesanan|Kode Alamat|Kode PLU|Satuan|Harga (Rp)|Jml Pesanan|Bebas Biaya Pengiriman|Nama Penerima|Email|No Hp|Nama WP|NPWP|Alamat WP
01|280676/web/bln/tgl|002037/odr/08/2018|NO-PO-003064|09/08/2018|JL.PISANGAN TIMUR KOMP.PASAR INDUK BERAS CIPINANG,JAKARTA TIMUR,Pisangan Timur,Pulo Gadung,Kota Jakarta Timur,DKI Jakarta,13230|0048722|PCS|6600|4|Y|PGA INDOGROSIR CPG||021-4706455|PT. INTI CAKRAWALA CITRA|01.781.214.0-046.000|JL. ANCOL BARAT I NO. 9-10, ANCOL, PADEMANGAN, JAKARTA UTARA, DKI  JAKARTA - 14430
01|280676/web/bln/tgl|002037/odr/08/2018|NO-PO-003064|09/08/2018|JL.PISANGAN TIMUR KOMP.PASAR INDUK BERAS CIPINANG,JAKARTA TIMUR,Pisangan Timur,Pulo Gadung,Kota Jakarta Timur,DKI Jakarta,13230|1264211|PCS|322700|2|Y|PGA INDOGROSIR CPG||021-4706455|PT. INTI CAKRAWALA CITRA|01.781.214.0-046.000|JL. ANCOL BARAT I NO. 9-10, ANCOL, PADEMANGAN, JAKARTA UTARA, DKI  JAKARTA - 14430
01|280676/web/bln/tgl|002037/odr/08/2018|NO-PO-003064|09/08/2018|JL.PISANGAN TIMUR KOMP.PASAR INDUK BERAS CIPINANG,JAKARTA TIMUR,Pisangan Timur,Pulo Gadung,Kota Jakarta Timur,DKI Jakarta,13230|1291562|PCS|38200|5|Y|PGA INDOGROSIR CPG||021-4706455|PT. INTI CAKRAWALA CITRA|01.781.214.0-046.000|JL. ANCOL BARAT I NO. 9-10, ANCOL, PADEMANGAN, JAKARTA UTARA, DKI  JAKARTA - 14430
01|280676/web/bln/tgl|002037/odr/08/2018|NO-PO-003064|09/08/2018|JL.PISANGAN TIMUR KOMP.PASAR INDUK BERAS CIPINANG,JAKARTA TIMUR,Pisangan Timur,Pulo Gadung,Kota Jakarta Timur,DKI Jakarta,13230|1291622|PCS|45200|5|Y|PGA INDOGROSIR CPG||021-4706455|PT. INTI CAKRAWALA CITRA|01.781.214.0-046.000|JL. ANCOL BARAT I NO. 9-10, ANCOL, PADEMANGAN, JAKARTA UTARA, DKI  JAKARTA - 14430
01|280676/web/bln/tgl|002037/odr/08/2018|NO-PO-003064|09/08/2018|JL.PISANGAN TIMUR KOMP.PASAR INDUK BERAS CIPINANG,JAKARTA TIMUR,Pisangan Timur,Pulo Gadung,Kota Jakarta Timur,DKI Jakarta,13230|1301143|PCK|191500|1|Y|PGA INDOGROSIR CPG||021-4706455|PT. INTI CAKRAWALA CITRA|01.781.214.0-046.000|JL. ANCOL BARAT I NO. 9-10, ANCOL, PADEMANGAN, JAKARTA UTARA, DKI  JAKARTA - 14430
01|280676/web/bln/tgl|002037/odr/08/2018|NO-PO-003064|09/08/2018|JL.PISANGAN TIMUR KOMP.PASAR INDUK BERAS CIPINANG,JAKARTA TIMUR,Pisangan Timur,Pulo Gadung,Kota Jakarta Timur,DKI Jakarta,13230|1325973|BOX|16200|3|Y|PGA INDOGROSIR CPG||021-4706455|PT. INTI CAKRAWALA CITRA|01.781.214.0-046.000|JL. ANCOL BARAT I NO. 9-10, ANCOL, PADEMANGAN, JAKARTA UTARA, DKI  JAKARTA - 14430
01|280676/web/bln/tgl|002037/odr/08/2018|NO-PO-003064|09/08/2018|JL.PISANGAN TIMUR KOMP.PASAR INDUK BERAS CIPINANG,JAKARTA TIMUR,Pisangan Timur,Pulo Gadung,Kota Jakarta Timur,DKI Jakarta,13230|1327601|PCS|99850|1|Y|PGA INDOGROSIR CPG||021-4706455|PT. INTI CAKRAWALA CITRA|01.781.214.0-046.000|JL. ANCOL BARAT I NO. 9-10, ANCOL, PADEMANGAN, JAKARTA UTARA, DKI  JAKARTA - 14430
01|280676/web/bln/tgl|002037/odr/08/2018|NO-PO-003064|09/08/2018|JL.PISANGAN TIMUR KOMP.PASAR INDUK BERAS CIPINANG,JAKARTA TIMUR,Pisangan Timur,Pulo Gadung,Kota Jakarta Timur,DKI Jakarta,13230|1327611|PCS|99850|1|Y|PGA INDOGROSIR CPG||021-4706455|PT. INTI CAKRAWALA CITRA|01.781.214.0-046.000|JL. ANCOL BARAT I NO. 9-10, ANCOL, PADEMANGAN, JAKARTA UTARA, DKI  JAKARTA - 14430
01|280676/web/bln/tgl|002037/odr/08/2018|NO-PO-003064|09/08/2018|JL.PISANGAN TIMUR KOMP.PASAR INDUK BERAS CIPINANG,JAKARTA TIMUR,Pisangan Timur,Pulo Gadung,Kota Jakarta Timur,DKI Jakarta,13230|1405141|PCS|6500|20|Y|PGA INDOGROSIR CPG||021-4706455|PT. INTI CAKRAWALA CITRA|01.781.214.0-046.000|JL. ANCOL BARAT I NO. 9-10, ANCOL, PADEMANGAN, JAKARTA UTARA, DKI  JAKARTA - 14430
01|280676/web/bln/tgl|002037/odr/08/2018|NO-PO-003064|09/08/2018|JL.PISANGAN TIMUR KOMP.PASAR INDUK BERAS CIPINANG,JAKARTA TIMUR,Pisangan Timur,Pulo Gadung,Kota Jakarta Timur,DKI Jakarta,13230|1550282|PCS|2300|24|Y|PGA INDOGROSIR CPG||021-4706455|PT. INTI CAKRAWALA CITRA|01.781.214.0-046.000|JL. ANCOL BARAT I NO. 9-10, ANCOL, PADEMANGAN, JAKARTA UTARA, DKI  JAKARTA - 14430
