Kode Cabang|No Anggota|No Pemesanan|No PO|Tgl Pemesanan|Kode Alamat|Kode PLU|Satuan|Harga (Rp)|Jml Pesanan|Bebas Biaya Pengiriman|Nama Penerima|Email|No Hp|Nama WP|NPWP|Alamat WP
03|301307/web/bln/tgl|000947/cor/05/2018|PO-1918/V/2018|04/05/2018|Jl.piere tendean 99a,Karangrejo,Sumber Sari,Kab. Jember,Jawa Timur,68124|0000231|BH|2345|88|Y|INDOMARET CABANG JEMBER ||081366009191|||
03|301307/web/bln/tgl|000947/cor/05/2018|PO-1918/V/2018|04/05/2018|Jl.piere tendean 99a,Karangrejo,Sumber Sari,Kab. Jember,Jawa Timur,68124|0000521|PCS|1200|2|Y|INDOMARET CABANG JEMBER ||081366009191|||
03|301307/web/bln/tgl|000947/cor/05/2018|PO-1918/V/2018|04/05/2018|Jl.piere tendean 99a,Karangrejo,Sumber Sari,Kab. Jember,Jawa Timur,68124|0014911|PCS|16900|3|Y|INDOMARET CABANG JEMBER ||081366009191|||
03|301307/web/bln/tgl|000947/cor/05/2018|PO-1918/V/2018|04/05/2018|Jl.piere tendean 99a,Karangrejo,Sumber Sari,Kab. Jember,Jawa Timur,68124|0048711|PCS|6600|9|Y|INDOMARET CABANG JEMBER ||081366009191|||
03|301307/web/bln/tgl|000947/cor/05/2018|PO-1918/V/2018|04/05/2018|Jl.piere tendean 99a,Karangrejo,Sumber Sari,Kab. Jember,Jawa Timur,68124|0191161|BH|6500|12|Y|INDOMARET CABANG JEMBER ||081366009191|||
03|301307/web/bln/tgl|000947/cor/05/2018|PO-1918/V/2018|04/05/2018|Jl.piere tendean 99a,Karangrejo,Sumber Sari,Kab. Jember,Jawa Timur,68124|0605871|PCS|1750|4|Y|INDOMARET CABANG JEMBER ||081366009191|||
03|301307/web/bln/tgl|000947/cor/05/2018|PO-1918/V/2018|04/05/2018|Jl.piere tendean 99a,Karangrejo,Sumber Sari,Kab. Jember,Jawa Timur,68124|1031491|PCS|6752.7777777778|311|Y|INDOMARET CABANG JEMBER ||081366009191|||
03|301307/web/bln/tgl|000947/cor/05/2018|PO-1918/V/2018|04/05/2018|Jl.piere tendean 99a,Karangrejo,Sumber Sari,Kab. Jember,Jawa Timur,68124|1043431|PCS|5950|3|Y|INDOMARET CABANG JEMBER ||081366009191|||
03|301307/web/bln/tgl|000947/cor/05/2018|PO-1918/V/2018|04/05/2018|Jl.piere tendean 99a,Karangrejo,Sumber Sari,Kab. Jember,Jawa Timur,68124|1047391|PCS|6950|71|Y|INDOMARET CABANG JEMBER ||081366009191|||
03|301307/web/bln/tgl|000947/cor/05/2018|PO-1918/V/2018|04/05/2018|Jl.piere tendean 99a,Karangrejo,Sumber Sari,Kab. Jember,Jawa Timur,68124|1049911|PCS|4950|3|Y|INDOMARET CABANG JEMBER ||081366009191|||
