Kode Cabang|No Anggota|No Pemesanan|No PO|Tgl Pemesanan|Kode Alamat|Kode PLU|Satuan|Harga (Rp)|Jml Pesanan|Bebas Biaya Pengiriman|Nama Penerima|Email|No Hp|Nama WP|NPWP|Alamat WP
05|280676/web/bln/tgl|002203/odr/08/2018|NO-PO-002812|27/08/2018|jln.gatotsubroto km 5 no 4,Benda,Cibodas,Kota Tangerang,Banten,15125|0000232|PCS|2475|50|Y|PGA INDOGROSIR TGR||085773365602|PT. INTI CAKRAWALA CITRA|01.781.214.0-046.000|JLN. ANCOL BARAT 1 NO. 9-10.ANCOL,PADEMANGAN ,JAKARTA UTARA DKI JAKARTA 14430
05|280676/web/bln/tgl|002203/odr/08/2018|NO-PO-002812|27/08/2018|jln.gatotsubroto km 5 no 4,Benda,Cibodas,Kota Tangerang,Banten,15125|0014911|PCS|17900|2|Y|PGA INDOGROSIR TGR||085773365602|PT. INTI CAKRAWALA CITRA|01.781.214.0-046.000|JLN. ANCOL BARAT 1 NO. 9-10.ANCOL,PADEMANGAN ,JAKARTA UTARA DKI JAKARTA 14430
05|280676/web/bln/tgl|002203/odr/08/2018|NO-PO-002812|27/08/2018|jln.gatotsubroto km 5 no 4,Benda,Cibodas,Kota Tangerang,Banten,15125|0191161|BH|6950|1|Y|PGA INDOGROSIR TGR||085773365602|PT. INTI CAKRAWALA CITRA|01.781.214.0-046.000|JLN. ANCOL BARAT 1 NO. 9-10.ANCOL,PADEMANGAN ,JAKARTA UTARA DKI JAKARTA 14430
05|280676/web/bln/tgl|002203/odr/08/2018|NO-PO-002812|27/08/2018|jln.gatotsubroto km 5 no 4,Benda,Cibodas,Kota Tangerang,Banten,15125|0227781|PCS|15500|2|Y|PGA INDOGROSIR TGR||085773365602|PT. INTI CAKRAWALA CITRA|01.781.214.0-046.000|JLN. ANCOL BARAT 1 NO. 9-10.ANCOL,PADEMANGAN ,JAKARTA UTARA DKI JAKARTA 14430
05|280676/web/bln/tgl|002203/odr/08/2018|NO-PO-002812|27/08/2018|jln.gatotsubroto km 5 no 4,Benda,Cibodas,Kota Tangerang,Banten,15125|0452031|PCS|12500|3|Y|PGA INDOGROSIR TGR||085773365602|PT. INTI CAKRAWALA CITRA|01.781.214.0-046.000|JLN. ANCOL BARAT 1 NO. 9-10.ANCOL,PADEMANGAN ,JAKARTA UTARA DKI JAKARTA 14430
05|280676/web/bln/tgl|002203/odr/08/2018|NO-PO-002812|27/08/2018|jln.gatotsubroto km 5 no 4,Benda,Cibodas,Kota Tangerang,Banten,15125|0768251|PCS|3200|6|Y|PGA INDOGROSIR TGR||085773365602|PT. INTI CAKRAWALA CITRA|01.781.214.0-046.000|JLN. ANCOL BARAT 1 NO. 9-10.ANCOL,PADEMANGAN ,JAKARTA UTARA DKI JAKARTA 14430
05|280676/web/bln/tgl|002203/odr/08/2018|NO-PO-002812|27/08/2018|jln.gatotsubroto km 5 no 4,Benda,Cibodas,Kota Tangerang,Banten,15125|0803941|PCS|41950|4|Y|PGA INDOGROSIR TGR||085773365602|PT. INTI CAKRAWALA CITRA|01.781.214.0-046.000|JLN. ANCOL BARAT 1 NO. 9-10.ANCOL,PADEMANGAN ,JAKARTA UTARA DKI JAKARTA 14430
05|280676/web/bln/tgl|002203/odr/08/2018|NO-PO-002812|27/08/2018|jln.gatotsubroto km 5 no 4,Benda,Cibodas,Kota Tangerang,Banten,15125|0803942|PCS|41950|4|Y|PGA INDOGROSIR TGR||085773365602|PT. INTI CAKRAWALA CITRA|01.781.214.0-046.000|JLN. ANCOL BARAT 1 NO. 9-10.ANCOL,PADEMANGAN ,JAKARTA UTARA DKI JAKARTA 14430
05|280676/web/bln/tgl|002203/odr/08/2018|NO-PO-002812|27/08/2018|jln.gatotsubroto km 5 no 4,Benda,Cibodas,Kota Tangerang,Banten,15125|1006481|PCS|3150|2|Y|PGA INDOGROSIR TGR||085773365602|PT. INTI CAKRAWALA CITRA|01.781.214.0-046.000|JLN. ANCOL BARAT 1 NO. 9-10.ANCOL,PADEMANGAN ,JAKARTA UTARA DKI JAKARTA 14430
05|280676/web/bln/tgl|002203/odr/08/2018|NO-PO-002812|27/08/2018|jln.gatotsubroto km 5 no 4,Benda,Cibodas,Kota Tangerang,Banten,15125|1031491|PCS|7500|6|Y|PGA INDOGROSIR TGR||085773365602|PT. INTI CAKRAWALA CITRA|01.781.214.0-046.000|JLN. ANCOL BARAT 1 NO. 9-10.ANCOL,PADEMANGAN ,JAKARTA UTARA DKI JAKARTA 14430
05|280676/web/bln/tgl|002203/odr/08/2018|NO-PO-002812|27/08/2018|jln.gatotsubroto km 5 no 4,Benda,Cibodas,Kota Tangerang,Banten,15125|1047391|PCS|8500|2|Y|PGA INDOGROSIR TGR||085773365602|PT. INTI CAKRAWALA CITRA|01.781.214.0-046.000|JLN. ANCOL BARAT 1 NO. 9-10.ANCOL,PADEMANGAN ,JAKARTA UTARA DKI JAKARTA 14430
05|280676/web/bln/tgl|002203/odr/08/2018|NO-PO-002812|27/08/2018|jln.gatotsubroto km 5 no 4,Benda,Cibodas,Kota Tangerang,Banten,15125|1102221|PCS|16500|4|Y|PGA INDOGROSIR TGR||085773365602|PT. INTI CAKRAWALA CITRA|01.781.214.0-046.000|JLN. ANCOL BARAT 1 NO. 9-10.ANCOL,PADEMANGAN ,JAKARTA UTARA DKI JAKARTA 14430
05|280676/web/bln/tgl|002203/odr/08/2018|NO-PO-002812|27/08/2018|jln.gatotsubroto km 5 no 4,Benda,Cibodas,Kota Tangerang,Banten,15125|1189482|PCS|4200|3|Y|PGA INDOGROSIR TGR||085773365602|PT. INTI CAKRAWALA CITRA|01.781.214.0-046.000|JLN. ANCOL BARAT 1 NO. 9-10.ANCOL,PADEMANGAN ,JAKARTA UTARA DKI JAKARTA 14430
05|280676/web/bln/tgl|002203/odr/08/2018|NO-PO-002812|27/08/2018|jln.gatotsubroto km 5 no 4,Benda,Cibodas,Kota Tangerang,Banten,15125|1189551|PCS|5500|1|Y|PGA INDOGROSIR TGR||085773365602|PT. INTI CAKRAWALA CITRA|01.781.214.0-046.000|JLN. ANCOL BARAT 1 NO. 9-10.ANCOL,PADEMANGAN ,JAKARTA UTARA DKI JAKARTA 14430
05|280676/web/bln/tgl|002203/odr/08/2018|NO-PO-002812|27/08/2018|jln.gatotsubroto km 5 no 4,Benda,Cibodas,Kota Tangerang,Banten,15125|1196631|PCS|11300|40|Y|PGA INDOGROSIR TGR||085773365602|PT. INTI CAKRAWALA CITRA|01.781.214.0-046.000|JLN. ANCOL BARAT 1 NO. 9-10.ANCOL,PADEMANGAN ,JAKARTA UTARA DKI JAKARTA 14430
