Kode Cabang|No Anggota|No Pemesanan|No PO|Tgl Pemesanan|Kode Alamat|Kode PLU|Satuan|Harga (Rp)|Jml Pesanan|Bebas Biaya Pengiriman
06|778789/web/bln/tgl|000036/odr/01/2018|NO-PO-000000|15/01/2018|JL. MAGELANG KM.6,Sinduadi,Mlati,Kab. Sleman,DI Yogyakarta,55284|0000561|PCS|8750|1|Y
06|778789/web/bln/tgl|000036/odr/01/2018|NO-PO-000000|15/01/2018|JL. MAGELANG KM.6,Sinduadi,Mlati,Kab. Sleman,DI Yogyakarta,55284|0048672|PCS|6287.5|14|Y
06|778789/web/bln/tgl|000036/odr/01/2018|NO-PO-000000|15/01/2018|JL. MAGELANG KM.6,Sinduadi,Mlati,Kab. Sleman,DI Yogyakarta,55284|0048681|PCS|6950|1|Y
06|778789/web/bln/tgl|000036/odr/01/2018|NO-PO-000000|15/01/2018|JL. MAGELANG KM.6,Sinduadi,Mlati,Kab. Sleman,DI Yogyakarta,55284|0113051|BH|6950|1|Y
06|778789/web/bln/tgl|000036/odr/01/2018|NO-PO-000000|15/01/2018|JL. MAGELANG KM.6,Sinduadi,Mlati,Kab. Sleman,DI Yogyakarta,55284|0227611|BTL|10500|5|Y
06|778789/web/bln/tgl|000036/odr/01/2018|NO-PO-000000|15/01/2018|JL. MAGELANG KM.6,Sinduadi,Mlati,Kab. Sleman,DI Yogyakarta,55284|0327511|PCS|10900|2|Y
06|778789/web/bln/tgl|000036/odr/01/2018|NO-PO-000000|15/01/2018|JL. MAGELANG KM.6,Sinduadi,Mlati,Kab. Sleman,DI Yogyakarta,55284|0605871|PCS|1750|10|Y
06|778789/web/bln/tgl|000036/odr/01/2018|NO-PO-000000|15/01/2018|JL. MAGELANG KM.6,Sinduadi,Mlati,Kab. Sleman,DI Yogyakarta,55284|1142323|PCK|25900|1|Y
06|778789/web/bln/tgl|000036/odr/01/2018|NO-PO-000000|15/01/2018|JL. MAGELANG KM.6,Sinduadi,Mlati,Kab. Sleman,DI Yogyakarta,55284|1147311|PCS|7100|2|Y
06|778789/web/bln/tgl|000036/odr/01/2018|NO-PO-000000|15/01/2018|JL. MAGELANG KM.6,Sinduadi,Mlati,Kab. Sleman,DI Yogyakarta,55284|1189212|PCS|7000|4|Y
06|778789/web/bln/tgl|000036/odr/01/2018|NO-PO-000000|15/01/2018|JL. MAGELANG KM.6,Sinduadi,Mlati,Kab. Sleman,DI Yogyakarta,55284|1189302|PCS|4250|3|Y
06|778789/web/bln/tgl|000036/odr/01/2018|NO-PO-000000|15/01/2018|JL. MAGELANG KM.6,Sinduadi,Mlati,Kab. Sleman,DI Yogyakarta,55284|1189462|PCS|2000|5|Y
06|778789/web/bln/tgl|000036/odr/01/2018|NO-PO-000000|15/01/2018|JL. MAGELANG KM.6,Sinduadi,Mlati,Kab. Sleman,DI Yogyakarta,55284|1189472|PCS|1250|60|Y
06|778789/web/bln/tgl|000036/odr/01/2018|NO-PO-000000|15/01/2018|JL. MAGELANG KM.6,Sinduadi,Mlati,Kab. Sleman,DI Yogyakarta,55284|1189482|PCS|4250|3|Y
06|778789/web/bln/tgl|000036/odr/01/2018|NO-PO-000000|15/01/2018|JL. MAGELANG KM.6,Sinduadi,Mlati,Kab. Sleman,DI Yogyakarta,55284|1191991|PCS|4650|2|Y
06|778789/web/bln/tgl|000036/odr/01/2018|NO-PO-000000|15/01/2018|JL. MAGELANG KM.6,Sinduadi,Mlati,Kab. Sleman,DI Yogyakarta,55284|1301631|PCS|46000|1|Y
06|778789/web/bln/tgl|000036/odr/01/2018|NO-PO-000000|15/01/2018|JL. MAGELANG KM.6,Sinduadi,Mlati,Kab. Sleman,DI Yogyakarta,55284|1325971|PCS|1300|21|Y
06|778789/web/bln/tgl|000036/odr/01/2018|NO-PO-000000|15/01/2018|JL. MAGELANG KM.6,Sinduadi,Mlati,Kab. Sleman,DI Yogyakarta,55284|1326901|PCS|9900|2|Y
06|778789/web/bln/tgl|000036/odr/01/2018|NO-PO-000000|15/01/2018|JL. MAGELANG KM.6,Sinduadi,Mlati,Kab. Sleman,DI Yogyakarta,55284|1327012|PCS|18250|4|Y
06|778789/web/bln/tgl|000036/odr/01/2018|NO-PO-000000|15/01/2018|JL. MAGELANG KM.6,Sinduadi,Mlati,Kab. Sleman,DI Yogyakarta,55284|1327031|PCS|21500|1|Y
06|778789/web/bln/tgl|000036/odr/01/2018|NO-PO-000000|15/01/2018|JL. MAGELANG KM.6,Sinduadi,Mlati,Kab. Sleman,DI Yogyakarta,55284|1327052|PCS|4200|10|Y
06|778789/web/bln/tgl|000036/odr/01/2018|NO-PO-000000|15/01/2018|JL. MAGELANG KM.6,Sinduadi,Mlati,Kab. Sleman,DI Yogyakarta,55284|1327092|PCS|12000|3|Y
06|778789/web/bln/tgl|000036/odr/01/2018|NO-PO-000000|15/01/2018|JL. MAGELANG KM.6,Sinduadi,Mlati,Kab. Sleman,DI Yogyakarta,55284|1327161|PCS|6500|1|Y
06|778789/web/bln/tgl|000036/odr/01/2018|NO-PO-000000|15/01/2018|JL. MAGELANG KM.6,Sinduadi,Mlati,Kab. Sleman,DI Yogyakarta,55284|1334122|PCS|36500|3|Y
06|778789/web/bln/tgl|000036/odr/01/2018|NO-PO-000000|15/01/2018|JL. MAGELANG KM.6,Sinduadi,Mlati,Kab. Sleman,DI Yogyakarta,55284|1347831|PCS|13950|2|Y
06|778789/web/bln/tgl|000036/odr/01/2018|NO-PO-000000|15/01/2018|JL. MAGELANG KM.6,Sinduadi,Mlati,Kab. Sleman,DI Yogyakarta,55284|1366621|PCS|9950|2|Y
06|778789/web/bln/tgl|000036/odr/01/2018|NO-PO-000000|15/01/2018|JL. MAGELANG KM.6,Sinduadi,Mlati,Kab. Sleman,DI Yogyakarta,55284|1381321|PCS|15500|2|Y
06|778789/web/bln/tgl|000036/odr/01/2018|NO-PO-000000|15/01/2018|JL. MAGELANG KM.6,Sinduadi,Mlati,Kab. Sleman,DI Yogyakarta,55284|1405031|PCS|9750|1|Y
06|778789/web/bln/tgl|000036/odr/01/2018|NO-PO-000000|15/01/2018|JL. MAGELANG KM.6,Sinduadi,Mlati,Kab. Sleman,DI Yogyakarta,55284|1519411|PCS|16500|4|Y
06|778789/web/bln/tgl|000036/odr/01/2018|NO-PO-000000|15/01/2018|JL. MAGELANG KM.6,Sinduadi,Mlati,Kab. Sleman,DI Yogyakarta,55284|1519421|PCS|9500|3|Y
