Kode Cabang|No Anggota|No Pemesanan|No PO|Tgl Pemesanan|Kode Alamat|Kode PLU|Satuan|Harga (Rp)|Jml Pesanan|Bebas Biaya Pengiriman
16|778789/web/bln/tgl|000046/odr/01/2018|NO-PO-000000|16/01/2018|jl.I Gusti Ngurah Rai Rt.11/12 bintara bekasi barat 17134,Bintara,Bekasi Barat,Kota Bekasi,Jawa Barat,17134|0000231|BH|2400|47|Y
16|778789/web/bln/tgl|000046/odr/01/2018|NO-PO-000000|16/01/2018|jl.I Gusti Ngurah Rai Rt.11/12 bintara bekasi barat 17134,Bintara,Bekasi Barat,Kota Bekasi,Jawa Barat,17134|0000521|PCS|950|24|Y
16|778789/web/bln/tgl|000046/odr/01/2018|NO-PO-000000|16/01/2018|jl.I Gusti Ngurah Rai Rt.11/12 bintara bekasi barat 17134,Bintara,Bekasi Barat,Kota Bekasi,Jawa Barat,17134|0014911|PCS|16500|3|Y
16|778789/web/bln/tgl|000046/odr/01/2018|NO-PO-000000|16/01/2018|jl.I Gusti Ngurah Rai Rt.11/12 bintara bekasi barat 17134,Bintara,Bekasi Barat,Kota Bekasi,Jawa Barat,17134|0048671|PCS|5600|7|Y
16|778789/web/bln/tgl|000046/odr/01/2018|NO-PO-000000|16/01/2018|jl.I Gusti Ngurah Rai Rt.11/12 bintara bekasi barat 17134,Bintara,Bekasi Barat,Kota Bekasi,Jawa Barat,17134|0048701|PCS|6600|6|Y
16|778789/web/bln/tgl|000046/odr/01/2018|NO-PO-000000|16/01/2018|jl.I Gusti Ngurah Rai Rt.11/12 bintara bekasi barat 17134,Bintara,Bekasi Barat,Kota Bekasi,Jawa Barat,17134|0048711|PCS|6600|6|Y
16|778789/web/bln/tgl|000046/odr/01/2018|NO-PO-000000|16/01/2018|jl.I Gusti Ngurah Rai Rt.11/12 bintara bekasi barat 17134,Bintara,Bekasi Barat,Kota Bekasi,Jawa Barat,17134|0111261|BH|2900|17|Y
16|778789/web/bln/tgl|000046/odr/01/2018|NO-PO-000000|16/01/2018|jl.I Gusti Ngurah Rai Rt.11/12 bintara bekasi barat 17134,Bintara,Bekasi Barat,Kota Bekasi,Jawa Barat,17134|0113051|BH|5600|7|Y
16|778789/web/bln/tgl|000046/odr/01/2018|NO-PO-000000|16/01/2018|jl.I Gusti Ngurah Rai Rt.11/12 bintara bekasi barat 17134,Bintara,Bekasi Barat,Kota Bekasi,Jawa Barat,17134|0307841|PCS|7200|8|Y
16|778789/web/bln/tgl|000046/odr/01/2018|NO-PO-000000|16/01/2018|jl.I Gusti Ngurah Rai Rt.11/12 bintara bekasi barat 17134,Bintara,Bekasi Barat,Kota Bekasi,Jawa Barat,17134|0457001|PCS|7250|3|Y
16|778789/web/bln/tgl|000046/odr/01/2018|NO-PO-000000|16/01/2018|jl.I Gusti Ngurah Rai Rt.11/12 bintara bekasi barat 17134,Bintara,Bekasi Barat,Kota Bekasi,Jawa Barat,17134|0605871|PCS|1550|5|Y
16|778789/web/bln/tgl|000046/odr/01/2018|NO-PO-000000|16/01/2018|jl.I Gusti Ngurah Rai Rt.11/12 bintara bekasi barat 17134,Bintara,Bekasi Barat,Kota Bekasi,Jawa Barat,17134|0736860|PCS|21500|5|Y
16|778789/web/bln/tgl|000046/odr/01/2018|NO-PO-000000|16/01/2018|jl.I Gusti Ngurah Rai Rt.11/12 bintara bekasi barat 17134,Bintara,Bekasi Barat,Kota Bekasi,Jawa Barat,17134|1000741|PCS|1550|4|Y
16|778789/web/bln/tgl|000046/odr/01/2018|NO-PO-000000|16/01/2018|jl.I Gusti Ngurah Rai Rt.11/12 bintara bekasi barat 17134,Bintara,Bekasi Barat,Kota Bekasi,Jawa Barat,17134|1043431|PCS|6350|4|Y
16|778789/web/bln/tgl|000046/odr/01/2018|NO-PO-000000|16/01/2018|jl.I Gusti Ngurah Rai Rt.11/12 bintara bekasi barat 17134,Bintara,Bekasi Barat,Kota Bekasi,Jawa Barat,17134|1102211|PCS|11900|2|Y
16|778789/web/bln/tgl|000046/odr/01/2018|NO-PO-000000|16/01/2018|jl.I Gusti Ngurah Rai Rt.11/12 bintara bekasi barat 17134,Bintara,Bekasi Barat,Kota Bekasi,Jawa Barat,17134|1102221|PCS|16950|2|Y
16|778789/web/bln/tgl|000046/odr/01/2018|NO-PO-000000|16/01/2018|jl.I Gusti Ngurah Rai Rt.11/12 bintara bekasi barat 17134,Bintara,Bekasi Barat,Kota Bekasi,Jawa Barat,17134|1189211|PCS|6600|2|Y
16|778789/web/bln/tgl|000046/odr/01/2018|NO-PO-000000|16/01/2018|jl.I Gusti Ngurah Rai Rt.11/12 bintara bekasi barat 17134,Bintara,Bekasi Barat,Kota Bekasi,Jawa Barat,17134|1189481|PCS|3750|6|Y
16|778789/web/bln/tgl|000046/odr/01/2018|NO-PO-000000|16/01/2018|jl.I Gusti Ngurah Rai Rt.11/12 bintara bekasi barat 17134,Bintara,Bekasi Barat,Kota Bekasi,Jawa Barat,17134|1189761|PCS|3850|5|Y
16|778789/web/bln/tgl|000046/odr/01/2018|NO-PO-000000|16/01/2018|jl.I Gusti Ngurah Rai Rt.11/12 bintara bekasi barat 17134,Bintara,Bekasi Barat,Kota Bekasi,Jawa Barat,17134|1264091|PCS|128500|8|Y
16|778789/web/bln/tgl|000046/odr/01/2018|NO-PO-000000|16/01/2018|jl.I Gusti Ngurah Rai Rt.11/12 bintara bekasi barat 17134,Bintara,Bekasi Barat,Kota Bekasi,Jawa Barat,17134|1264121|PCS|189800|1|Y
16|778789/web/bln/tgl|000046/odr/01/2018|NO-PO-000000|16/01/2018|jl.I Gusti Ngurah Rai Rt.11/12 bintara bekasi barat 17134,Bintara,Bekasi Barat,Kota Bekasi,Jawa Barat,17134|1264221|PCS|200900|7|Y
