Kode Cabang|No Anggota|No Pemesanan|No PO|Tgl Pemesanan|Kode Alamat|Kode PLU|Satuan|Harga (Rp)|Jml Pesanan|Bebas Biaya Pengiriman|Nama Penerima|Nama WP|NPWP|Alamat WP
35|504860/web/bln/tgl|000779/cor/04/2018|PO-1857/IV/2018|20/04/2018|JL PEMBANGUNAN RAYA NO. 21A RT 01/02,Gunung Sindur,Gunung Sindur,Kab. Bogor,Jawa Barat,16340|0000231|BH|2400|103|Y|PT INDOMARCO PRISMATAMA - PARUNG|||
35|504860/web/bln/tgl|000779/cor/04/2018|PO-1857/IV/2018|20/04/2018|JL PEMBANGUNAN RAYA NO. 21A RT 01/02,Gunung Sindur,Gunung Sindur,Kab. Bogor,Jawa Barat,16340|0014861|BH|16900|2|Y|PT INDOMARCO PRISMATAMA - PARUNG|||
35|504860/web/bln/tgl|000779/cor/04/2018|PO-1857/IV/2018|20/04/2018|JL PEMBANGUNAN RAYA NO. 21A RT 01/02,Gunung Sindur,Gunung Sindur,Kab. Bogor,Jawa Barat,16340|0014911|PCS|17900|2|Y|PT INDOMARCO PRISMATAMA - PARUNG|||
35|504860/web/bln/tgl|000779/cor/04/2018|PO-1857/IV/2018|20/04/2018|JL PEMBANGUNAN RAYA NO. 21A RT 01/02,Gunung Sindur,Gunung Sindur,Kab. Bogor,Jawa Barat,16340|0015451|KTK|2500|5|Y|PT INDOMARCO PRISMATAMA - PARUNG|||
35|504860/web/bln/tgl|000779/cor/04/2018|PO-1857/IV/2018|20/04/2018|JL PEMBANGUNAN RAYA NO. 21A RT 01/02,Gunung Sindur,Gunung Sindur,Kab. Bogor,Jawa Barat,16340|0048671|PCS|5600|6|Y|PT INDOMARCO PRISMATAMA - PARUNG|||
35|504860/web/bln/tgl|000779/cor/04/2018|PO-1857/IV/2018|20/04/2018|JL PEMBANGUNAN RAYA NO. 21A RT 01/02,Gunung Sindur,Gunung Sindur,Kab. Bogor,Jawa Barat,16340|0048711|PCS|6600|8|Y|PT INDOMARCO PRISMATAMA - PARUNG|||
35|504860/web/bln/tgl|000779/cor/04/2018|PO-1857/IV/2018|20/04/2018|JL PEMBANGUNAN RAYA NO. 21A RT 01/02,Gunung Sindur,Gunung Sindur,Kab. Bogor,Jawa Barat,16340|0048721|PCS|6600|5|Y|PT INDOMARCO PRISMATAMA - PARUNG|||
35|504860/web/bln/tgl|000779/cor/04/2018|PO-1857/IV/2018|20/04/2018|JL PEMBANGUNAN RAYA NO. 21A RT 01/02,Gunung Sindur,Gunung Sindur,Kab. Bogor,Jawa Barat,16340|0191161|BH|6950|4|Y|PT INDOMARCO PRISMATAMA - PARUNG|||
35|504860/web/bln/tgl|000779/cor/04/2018|PO-1857/IV/2018|20/04/2018|JL PEMBANGUNAN RAYA NO. 21A RT 01/02,Gunung Sindur,Gunung Sindur,Kab. Bogor,Jawa Barat,16340|0227911|BH|2650|1|Y|PT INDOMARCO PRISMATAMA - PARUNG|||
35|504860/web/bln/tgl|000779/cor/04/2018|PO-1857/IV/2018|20/04/2018|JL PEMBANGUNAN RAYA NO. 21A RT 01/02,Gunung Sindur,Gunung Sindur,Kab. Bogor,Jawa Barat,16340|0452031|PCS|10950|61|Y|PT INDOMARCO PRISMATAMA - PARUNG|||
