Kode Cabang|No Anggota|No Pemesanan|No PO|Tgl Pemesanan|Kode Alamat|Kode PLU|Satuan|Harga (Rp)|Jml Pesanan|Bebas Biaya Pengiriman|Nama Penerima|Email|No Hp|Nama WP|NPWP|Alamat WP
03|301246/web/bln/tgl|002339/cor/09/2018|PO-2481/IX/2018|05/09/2018|Jl. Raya Pilang KM 8 RT 010 RW 005 Desa Pilang Kecamatan Wonoayu - Sidoarjo, Jawa Timur,Pilang,Wonoayu,Kab. Sidoarjo,Jawa Timur,61261|0018741|PCS|1550|3|Y|INDOROTI PRIMA CEMERLANG SIDOARJO||03199010770|||
03|301246/web/bln/tgl|002339/cor/09/2018|PO-2481/IX/2018|05/09/2018|Jl. Raya Pilang KM 8 RT 010 RW 005 Desa Pilang Kecamatan Wonoayu - Sidoarjo, Jawa Timur,Pilang,Wonoayu,Kab. Sidoarjo,Jawa Timur,61261|0028791|STP|2350|3|Y|INDOROTI PRIMA CEMERLANG SIDOARJO||03199010770|||
03|301246/web/bln/tgl|002339/cor/09/2018|PO-2481/IX/2018|05/09/2018|Jl. Raya Pilang KM 8 RT 010 RW 005 Desa Pilang Kecamatan Wonoayu - Sidoarjo, Jawa Timur,Pilang,Wonoayu,Kab. Sidoarjo,Jawa Timur,61261|0445201|PCS|1600|3|Y|INDOROTI PRIMA CEMERLANG SIDOARJO||03199010770|||
03|301246/web/bln/tgl|002339/cor/09/2018|PO-2481/IX/2018|05/09/2018|Jl. Raya Pilang KM 8 RT 010 RW 005 Desa Pilang Kecamatan Wonoayu - Sidoarjo, Jawa Timur,Pilang,Wonoayu,Kab. Sidoarjo,Jawa Timur,61261|0714071|PCS|2600|3|Y|INDOROTI PRIMA CEMERLANG SIDOARJO||03199010770|||
03|301246/web/bln/tgl|002339/cor/09/2018|PO-2481/IX/2018|05/09/2018|Jl. Raya Pilang KM 8 RT 010 RW 005 Desa Pilang Kecamatan Wonoayu - Sidoarjo, Jawa Timur,Pilang,Wonoayu,Kab. Sidoarjo,Jawa Timur,61261|1057321|PCS|5475|3|Y|INDOROTI PRIMA CEMERLANG SIDOARJO||03199010770|||
03|301246/web/bln/tgl|002339/cor/09/2018|PO-2481/IX/2018|05/09/2018|Jl. Raya Pilang KM 8 RT 010 RW 005 Desa Pilang Kecamatan Wonoayu - Sidoarjo, Jawa Timur,Pilang,Wonoayu,Kab. Sidoarjo,Jawa Timur,61261|1117841|PCS|826.66666666667|240|Y|INDOROTI PRIMA CEMERLANG SIDOARJO||03199010770|||
03|301246/web/bln/tgl|002339/cor/09/2018|PO-2481/IX/2018|05/09/2018|Jl. Raya Pilang KM 8 RT 010 RW 005 Desa Pilang Kecamatan Wonoayu - Sidoarjo, Jawa Timur,Pilang,Wonoayu,Kab. Sidoarjo,Jawa Timur,61261|1226601|PCS|8525|72|Y|INDOROTI PRIMA CEMERLANG SIDOARJO||03199010770|||
03|301246/web/bln/tgl|002339/cor/09/2018|PO-2481/IX/2018|05/09/2018|Jl. Raya Pilang KM 8 RT 010 RW 005 Desa Pilang Kecamatan Wonoayu - Sidoarjo, Jawa Timur,Pilang,Wonoayu,Kab. Sidoarjo,Jawa Timur,61261|1393941|PCS|1925|3|Y|INDOROTI PRIMA CEMERLANG SIDOARJO||03199010770|||
