Kode Cabang|No Anggota|No Pemesanan|No PO|Tgl Pemesanan|Kode Alamat|Kode PLU|Satuan|Harga (Rp)|Jml Pesanan|Bebas Biaya Pengiriman
25|235108/web/bln/tgl|000079/cor/01/2018|NO: PO-1419/I/2018|24/01/2018|JL. RAYA ALTERNATIF SENTUL KM. 46,Cijujung,Sukaraja,Kab. Bogor,Jawa Barat,16710|0000231|BH|2400|134|Y
25|235108/web/bln/tgl|000079/cor/01/2018|NO: PO-1419/I/2018|24/01/2018|JL. RAYA ALTERNATIF SENTUL KM. 46,Cijujung,Sukaraja,Kab. Bogor,Jawa Barat,16710|0000551|BH|8150|7|Y
25|235108/web/bln/tgl|000079/cor/01/2018|NO: PO-1419/I/2018|24/01/2018|JL. RAYA ALTERNATIF SENTUL KM. 46,Cijujung,Sukaraja,Kab. Bogor,Jawa Barat,16710|0013101|PAK|4900|24|Y
25|235108/web/bln/tgl|000079/cor/01/2018|NO: PO-1419/I/2018|24/01/2018|JL. RAYA ALTERNATIF SENTUL KM. 46,Cijujung,Sukaraja,Kab. Bogor,Jawa Barat,16710|0014861|BH|16900|2|Y
25|235108/web/bln/tgl|000079/cor/01/2018|NO: PO-1419/I/2018|24/01/2018|JL. RAYA ALTERNATIF SENTUL KM. 46,Cijujung,Sukaraja,Kab. Bogor,Jawa Barat,16710|0015191|PCS|6600|1|Y
25|235108/web/bln/tgl|000079/cor/01/2018|NO: PO-1419/I/2018|24/01/2018|JL. RAYA ALTERNATIF SENTUL KM. 46,Cijujung,Sukaraja,Kab. Bogor,Jawa Barat,16710|0015241|PCS|2600|2|Y
25|235108/web/bln/tgl|000079/cor/01/2018|NO: PO-1419/I/2018|24/01/2018|JL. RAYA ALTERNATIF SENTUL KM. 46,Cijujung,Sukaraja,Kab. Bogor,Jawa Barat,16710|0048671|PCS|5200|33|Y
25|235108/web/bln/tgl|000079/cor/01/2018|NO: PO-1419/I/2018|24/01/2018|JL. RAYA ALTERNATIF SENTUL KM. 46,Cijujung,Sukaraja,Kab. Bogor,Jawa Barat,16710|0048681|PCS|5600|5|Y
25|235108/web/bln/tgl|000079/cor/01/2018|NO: PO-1419/I/2018|24/01/2018|JL. RAYA ALTERNATIF SENTUL KM. 46,Cijujung,Sukaraja,Kab. Bogor,Jawa Barat,16710|0048711|PCS|6200|15|Y
25|235108/web/bln/tgl|000079/cor/01/2018|NO: PO-1419/I/2018|24/01/2018|JL. RAYA ALTERNATIF SENTUL KM. 46,Cijujung,Sukaraja,Kab. Bogor,Jawa Barat,16710|0048721|PCS|6200|12|Y
25|235108/web/bln/tgl|000079/cor/01/2018|NO: PO-1419/I/2018|24/01/2018|JL. RAYA ALTERNATIF SENTUL KM. 46,Cijujung,Sukaraja,Kab. Bogor,Jawa Barat,16710|0111261|BH|2950|6|Y
25|235108/web/bln/tgl|000079/cor/01/2018|NO: PO-1419/I/2018|24/01/2018|JL. RAYA ALTERNATIF SENTUL KM. 46,Cijujung,Sukaraja,Kab. Bogor,Jawa Barat,16710|0191161|BH|5950|100|Y
25|235108/web/bln/tgl|000079/cor/01/2018|NO: PO-1419/I/2018|24/01/2018|JL. RAYA ALTERNATIF SENTUL KM. 46,Cijujung,Sukaraja,Kab. Bogor,Jawa Barat,16710|0220851|BH|7100|1|Y
25|235108/web/bln/tgl|000079/cor/01/2018|NO: PO-1419/I/2018|24/01/2018|JL. RAYA ALTERNATIF SENTUL KM. 46,Cijujung,Sukaraja,Kab. Bogor,Jawa Barat,16710|0223181|PCS|4900|10|Y
25|235108/web/bln/tgl|000079/cor/01/2018|NO: PO-1419/I/2018|24/01/2018|JL. RAYA ALTERNATIF SENTUL KM. 46,Cijujung,Sukaraja,Kab. Bogor,Jawa Barat,16710|0223311|BH|4409|50|Y
25|235108/web/bln/tgl|000079/cor/01/2018|NO: PO-1419/I/2018|24/01/2018|JL. RAYA ALTERNATIF SENTUL KM. 46,Cijujung,Sukaraja,Kab. Bogor,Jawa Barat,16710|0223371|BOX|6150|1|Y
25|235108/web/bln/tgl|000079/cor/01/2018|NO: PO-1419/I/2018|24/01/2018|JL. RAYA ALTERNATIF SENTUL KM. 46,Cijujung,Sukaraja,Kab. Bogor,Jawa Barat,16710|0227771|PCS|15500|5|Y
25|235108/web/bln/tgl|000079/cor/01/2018|NO: PO-1419/I/2018|24/01/2018|JL. RAYA ALTERNATIF SENTUL KM. 46,Cijujung,Sukaraja,Kab. Bogor,Jawa Barat,16710|0227781|PCS|15500|9|Y
25|235108/web/bln/tgl|000079/cor/01/2018|NO: PO-1419/I/2018|24/01/2018|JL. RAYA ALTERNATIF SENTUL KM. 46,Cijujung,Sukaraja,Kab. Bogor,Jawa Barat,16710|0274711|PCS|24750|2|Y
25|235108/web/bln/tgl|000079/cor/01/2018|NO: PO-1419/I/2018|24/01/2018|JL. RAYA ALTERNATIF SENTUL KM. 46,Cijujung,Sukaraja,Kab. Bogor,Jawa Barat,16710|0333301|PCS|24750|2|Y
25|235108/web/bln/tgl|000079/cor/01/2018|NO: PO-1419/I/2018|24/01/2018|JL. RAYA ALTERNATIF SENTUL KM. 46,Cijujung,Sukaraja,Kab. Bogor,Jawa Barat,16710|0381191|PCS|3200|14|Y
25|235108/web/bln/tgl|000079/cor/01/2018|NO: PO-1419/I/2018|24/01/2018|JL. RAYA ALTERNATIF SENTUL KM. 46,Cijujung,Sukaraja,Kab. Bogor,Jawa Barat,16710|0457001|PCS|7250|7|Y
25|235108/web/bln/tgl|000079/cor/01/2018|NO: PO-1419/I/2018|24/01/2018|JL. RAYA ALTERNATIF SENTUL KM. 46,Cijujung,Sukaraja,Kab. Bogor,Jawa Barat,16710|0462591|PCS|12700|17|Y
25|235108/web/bln/tgl|000079/cor/01/2018|NO: PO-1419/I/2018|24/01/2018|JL. RAYA ALTERNATIF SENTUL KM. 46,Cijujung,Sukaraja,Kab. Bogor,Jawa Barat,16710|0775081|PCS|17900|3|Y
25|235108/web/bln/tgl|000079/cor/01/2018|NO: PO-1419/I/2018|24/01/2018|JL. RAYA ALTERNATIF SENTUL KM. 46,Cijujung,Sukaraja,Kab. Bogor,Jawa Barat,16710|0805531|PCS|9250|21|Y
25|235108/web/bln/tgl|000079/cor/01/2018|NO: PO-1419/I/2018|24/01/2018|JL. RAYA ALTERNATIF SENTUL KM. 46,Cijujung,Sukaraja,Kab. Bogor,Jawa Barat,16710|0805541|PCS|9900|1|Y
25|235108/web/bln/tgl|000079/cor/01/2018|NO: PO-1419/I/2018|24/01/2018|JL. RAYA ALTERNATIF SENTUL KM. 46,Cijujung,Sukaraja,Kab. Bogor,Jawa Barat,16710|0806511|PCS|9900|1|Y
25|235108/web/bln/tgl|000079/cor/01/2018|NO: PO-1419/I/2018|24/01/2018|JL. RAYA ALTERNATIF SENTUL KM. 46,Cijujung,Sukaraja,Kab. Bogor,Jawa Barat,16710|1006481|PCS|2950|11|Y
25|235108/web/bln/tgl|000079/cor/01/2018|NO: PO-1419/I/2018|24/01/2018|JL. RAYA ALTERNATIF SENTUL KM. 46,Cijujung,Sukaraja,Kab. Bogor,Jawa Barat,16710|1031491|PCS|7000|472|Y
25|235108/web/bln/tgl|000079/cor/01/2018|NO: PO-1419/I/2018|24/01/2018|JL. RAYA ALTERNATIF SENTUL KM. 46,Cijujung,Sukaraja,Kab. Bogor,Jawa Barat,16710|1039441|PCS|1800|5|Y
25|235108/web/bln/tgl|000079/cor/01/2018|NO: PO-1419/I/2018|24/01/2018|JL. RAYA ALTERNATIF SENTUL KM. 46,Cijujung,Sukaraja,Kab. Bogor,Jawa Barat,16710|1047391|PCS|7000|40|Y
25|235108/web/bln/tgl|000079/cor/01/2018|NO: PO-1419/I/2018|24/01/2018|JL. RAYA ALTERNATIF SENTUL KM. 46,Cijujung,Sukaraja,Kab. Bogor,Jawa Barat,16710|1064761|PCS|8500|1|Y
25|235108/web/bln/tgl|000079/cor/01/2018|NO: PO-1419/I/2018|24/01/2018|JL. RAYA ALTERNATIF SENTUL KM. 46,Cijujung,Sukaraja,Kab. Bogor,Jawa Barat,16710|1133271|PCS|3750|20|Y
25|235108/web/bln/tgl|000079/cor/01/2018|NO: PO-1419/I/2018|24/01/2018|JL. RAYA ALTERNATIF SENTUL KM. 46,Cijujung,Sukaraja,Kab. Bogor,Jawa Barat,16710|1142321|PCS|2150|52|Y
25|235108/web/bln/tgl|000079/cor/01/2018|NO: PO-1419/I/2018|24/01/2018|JL. RAYA ALTERNATIF SENTUL KM. 46,Cijujung,Sukaraja,Kab. Bogor,Jawa Barat,16710|1143051|PCS|3550|2|Y
25|235108/web/bln/tgl|000079/cor/01/2018|NO: PO-1419/I/2018|24/01/2018|JL. RAYA ALTERNATIF SENTUL KM. 46,Cijujung,Sukaraja,Kab. Bogor,Jawa Barat,16710|1189191|PCS|1700|1|Y
25|235108/web/bln/tgl|000079/cor/01/2018|NO: PO-1419/I/2018|24/01/2018|JL. RAYA ALTERNATIF SENTUL KM. 46,Cijujung,Sukaraja,Kab. Bogor,Jawa Barat,16710|1189211|PCS|6600|1|Y
25|235108/web/bln/tgl|000079/cor/01/2018|NO: PO-1419/I/2018|24/01/2018|JL. RAYA ALTERNATIF SENTUL KM. 46,Cijujung,Sukaraja,Kab. Bogor,Jawa Barat,16710|1189221|PCS|3950|3|Y
25|235108/web/bln/tgl|000079/cor/01/2018|NO: PO-1419/I/2018|24/01/2018|JL. RAYA ALTERNATIF SENTUL KM. 46,Cijujung,Sukaraja,Kab. Bogor,Jawa Barat,16710|1189561|PCS|7650|2|Y
25|235108/web/bln/tgl|000079/cor/01/2018|NO: PO-1419/I/2018|24/01/2018|JL. RAYA ALTERNATIF SENTUL KM. 46,Cijujung,Sukaraja,Kab. Bogor,Jawa Barat,16710|1203071|PCS|30500|3|Y
25|235108/web/bln/tgl|000079/cor/01/2018|NO: PO-1419/I/2018|24/01/2018|JL. RAYA ALTERNATIF SENTUL KM. 46,Cijujung,Sukaraja,Kab. Bogor,Jawa Barat,16710|1208441|PCS|28750|4|Y
25|235108/web/bln/tgl|000079/cor/01/2018|NO: PO-1419/I/2018|24/01/2018|JL. RAYA ALTERNATIF SENTUL KM. 46,Cijujung,Sukaraja,Kab. Bogor,Jawa Barat,16710|1264091|PCS|128500|10|Y
25|235108/web/bln/tgl|000079/cor/01/2018|NO: PO-1419/I/2018|24/01/2018|JL. RAYA ALTERNATIF SENTUL KM. 46,Cijujung,Sukaraja,Kab. Bogor,Jawa Barat,16710|1264101|PCS|133500|1|Y
25|235108/web/bln/tgl|000079/cor/01/2018|NO: PO-1419/I/2018|24/01/2018|JL. RAYA ALTERNATIF SENTUL KM. 46,Cijujung,Sukaraja,Kab. Bogor,Jawa Barat,16710|1264121|PCS|189800|10|Y
25|235108/web/bln/tgl|000079/cor/01/2018|NO: PO-1419/I/2018|24/01/2018|JL. RAYA ALTERNATIF SENTUL KM. 46,Cijujung,Sukaraja,Kab. Bogor,Jawa Barat,16710|1264131|PCS|189800|72|Y
25|235108/web/bln/tgl|000079/cor/01/2018|NO: PO-1419/I/2018|24/01/2018|JL. RAYA ALTERNATIF SENTUL KM. 46,Cijujung,Sukaraja,Kab. Bogor,Jawa Barat,16710|1264231|PCS|209800|1|Y
25|235108/web/bln/tgl|000079/cor/01/2018|NO: PO-1419/I/2018|24/01/2018|JL. RAYA ALTERNATIF SENTUL KM. 46,Cijujung,Sukaraja,Kab. Bogor,Jawa Barat,16710|1326991|PCS|3650|3|Y
25|235108/web/bln/tgl|000079/cor/01/2018|NO: PO-1419/I/2018|24/01/2018|JL. RAYA ALTERNATIF SENTUL KM. 46,Cijujung,Sukaraja,Kab. Bogor,Jawa Barat,16710|1327011|PCS|17600|2|Y
25|235108/web/bln/tgl|000079/cor/01/2018|NO: PO-1419/I/2018|24/01/2018|JL. RAYA ALTERNATIF SENTUL KM. 46,Cijujung,Sukaraja,Kab. Bogor,Jawa Barat,16710|1327091|PCS|10500|7|Y
25|235108/web/bln/tgl|000079/cor/01/2018|NO: PO-1419/I/2018|24/01/2018|JL. RAYA ALTERNATIF SENTUL KM. 46,Cijujung,Sukaraja,Kab. Bogor,Jawa Barat,16710|1327231|PCS|13500|6|Y
25|235108/web/bln/tgl|000079/cor/01/2018|NO: PO-1419/I/2018|24/01/2018|JL. RAYA ALTERNATIF SENTUL KM. 46,Cijujung,Sukaraja,Kab. Bogor,Jawa Barat,16710|1334121|PCS|31000|36|Y
25|235108/web/bln/tgl|000079/cor/01/2018|NO: PO-1419/I/2018|24/01/2018|JL. RAYA ALTERNATIF SENTUL KM. 46,Cijujung,Sukaraja,Kab. Bogor,Jawa Barat,16710|1334131|PCS|33980|24|Y
25|235108/web/bln/tgl|000079/cor/01/2018|NO: PO-1419/I/2018|24/01/2018|JL. RAYA ALTERNATIF SENTUL KM. 46,Cijujung,Sukaraja,Kab. Bogor,Jawa Barat,16710|1366621|PCS|8200|19|Y
25|235108/web/bln/tgl|000079/cor/01/2018|NO: PO-1419/I/2018|24/01/2018|JL. RAYA ALTERNATIF SENTUL KM. 46,Cijujung,Sukaraja,Kab. Bogor,Jawa Barat,16710|1402211|PCS|14900|42|Y
25|235108/web/bln/tgl|000079/cor/01/2018|NO: PO-1419/I/2018|24/01/2018|JL. RAYA ALTERNATIF SENTUL KM. 46,Cijujung,Sukaraja,Kab. Bogor,Jawa Barat,16710|1405021|PCS|2950|2|Y
