Kode Cabang|No Anggota|No Pemesanan|No PO|Tgl Pemesanan|Kode Alamat|Kode PLU|Satuan|Harga (Rp)|Jml Pesanan|Bebas Biaya Pengiriman|Nama Penerima|Nama WP|NPWP|Alamat WP
01|A28574/web/bln/tgl|000642/omm/04/2018|NO-PO-001250|08/04/2018|Jalan Bekasi timur IV, rt 4/7, cipinang besar utar,Cakung Barat,Cakung,Kota Jakarta Timur,DKI Jakarta,13910|0072310|CTN|232600|1|Y|Koperasi Kanitra|||
01|A28574/web/bln/tgl|000642/omm/04/2018|NO-PO-001250|08/04/2018|Jalan Bekasi timur IV, rt 4/7, cipinang besar utar,Cakung Barat,Cakung,Kota Jakarta Timur,DKI Jakarta,13910|0072320|CTN|232600|1|Y|Koperasi Kanitra|||
01|A28574/web/bln/tgl|000642/omm/04/2018|NO-PO-001250|08/04/2018|Jalan Bekasi timur IV, rt 4/7, cipinang besar utar,Cakung Barat,Cakung,Kota Jakarta Timur,DKI Jakarta,13910|0302042|PCS|4000|18|Y|Koperasi Kanitra|||
01|A28574/web/bln/tgl|000642/omm/04/2018|NO-PO-001250|08/04/2018|Jalan Bekasi timur IV, rt 4/7, cipinang besar utar,Cakung Barat,Cakung,Kota Jakarta Timur,DKI Jakarta,13910|0335872|PCS|4000|18|Y|Koperasi Kanitra|||
01|A28574/web/bln/tgl|000642/omm/04/2018|NO-PO-001250|08/04/2018|Jalan Bekasi timur IV, rt 4/7, cipinang besar utar,Cakung Barat,Cakung,Kota Jakarta Timur,DKI Jakarta,13910|0364330|CTN|213600|1|Y|Koperasi Kanitra|||
01|A28574/web/bln/tgl|000642/omm/04/2018|NO-PO-001250|08/04/2018|Jalan Bekasi timur IV, rt 4/7, cipinang besar utar,Cakung Barat,Cakung,Kota Jakarta Timur,DKI Jakarta,13910|0364340|CTN|213600|1|Y|Koperasi Kanitra|||
01|A28574/web/bln/tgl|000642/omm/04/2018|NO-PO-001250|08/04/2018|Jalan Bekasi timur IV, rt 4/7, cipinang besar utar,Cakung Barat,Cakung,Kota Jakarta Timur,DKI Jakarta,13910|0370580|CTN|260200|1|Y|Koperasi Kanitra|||
01|A28574/web/bln/tgl|000642/omm/04/2018|NO-PO-001250|08/04/2018|Jalan Bekasi timur IV, rt 4/7, cipinang besar utar,Cakung Barat,Cakung,Kota Jakarta Timur,DKI Jakarta,13910|0410793|BOX|61900|1|Y|Koperasi Kanitra|||
01|A28574/web/bln/tgl|000642/omm/04/2018|NO-PO-001250|08/04/2018|Jalan Bekasi timur IV, rt 4/7, cipinang besar utar,Cakung Barat,Cakung,Kota Jakarta Timur,DKI Jakarta,13910|0888690|CTN|250500|1|Y|Koperasi Kanitra|||
01|A28574/web/bln/tgl|000642/omm/04/2018|NO-PO-001250|08/04/2018|Jalan Bekasi timur IV, rt 4/7, cipinang besar utar,Cakung Barat,Cakung,Kota Jakarta Timur,DKI Jakarta,13910|0888700|CTN|250500|1|Y|Koperasi Kanitra|||
01|A28574/web/bln/tgl|000642/omm/04/2018|NO-PO-001250|08/04/2018|Jalan Bekasi timur IV, rt 4/7, cipinang besar utar,Cakung Barat,Cakung,Kota Jakarta Timur,DKI Jakarta,13910|0897360|CTN|105000|1|Y|Koperasi Kanitra|||
01|A28574/web/bln/tgl|000642/omm/04/2018|NO-PO-001250|08/04/2018|Jalan Bekasi timur IV, rt 4/7, cipinang besar utar,Cakung Barat,Cakung,Kota Jakarta Timur,DKI Jakarta,13910|0897370|CTN|105000|1|Y|Koperasi Kanitra|||
01|A28574/web/bln/tgl|000642/omm/04/2018|NO-PO-001250|08/04/2018|Jalan Bekasi timur IV, rt 4/7, cipinang besar utar,Cakung Barat,Cakung,Kota Jakarta Timur,DKI Jakarta,13910|1018830|CTN|115500|1|Y|Koperasi Kanitra|||
01|A28574/web/bln/tgl|000642/omm/04/2018|NO-PO-001250|08/04/2018|Jalan Bekasi timur IV, rt 4/7, cipinang besar utar,Cakung Barat,Cakung,Kota Jakarta Timur,DKI Jakarta,13910|1089010|CTN|250500|1|Y|Koperasi Kanitra|||
01|A28574/web/bln/tgl|000642/omm/04/2018|NO-PO-001250|08/04/2018|Jalan Bekasi timur IV, rt 4/7, cipinang besar utar,Cakung Barat,Cakung,Kota Jakarta Timur,DKI Jakarta,13910|1094280|CTN|110900|1|Y|Koperasi Kanitra|||
01|A28574/web/bln/tgl|000642/omm/04/2018|NO-PO-001250|08/04/2018|Jalan Bekasi timur IV, rt 4/7, cipinang besar utar,Cakung Barat,Cakung,Kota Jakarta Timur,DKI Jakarta,13910|1152500|CTN|102700|1|Y|Koperasi Kanitra|||
01|A28574/web/bln/tgl|000642/omm/04/2018|NO-PO-001250|08/04/2018|Jalan Bekasi timur IV, rt 4/7, cipinang besar utar,Cakung Barat,Cakung,Kota Jakarta Timur,DKI Jakarta,13910|1183342|PCS|9000|5|Y|Koperasi Kanitra|||
01|A28574/web/bln/tgl|000642/omm/04/2018|NO-PO-001250|08/04/2018|Jalan Bekasi timur IV, rt 4/7, cipinang besar utar,Cakung Barat,Cakung,Kota Jakarta Timur,DKI Jakarta,13910|1206930|CTN|127900|1|Y|Koperasi Kanitra|||
